ai_app_id,ability_id,replicate,r,rationale,confidence,error,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens
10,49,0,0.1,"Digital agentic execution operates on text, tools and code, not on live acoustic streams; only indirectly via audio-processing tools it might invoke for source separation, which is not core to the application as defined.",medium,,64,90,1562,0
10,52,0,0.1,"Agentic task execution operates in digital text/tool environments; articulate spoken output is not core to it, though scaffolding could invoke TTS incidentally.",medium,,54,78,1562,0
11,19,0,0.35,"Formal reasoning systems handle some geometric and spatial-transformation problems symbolically, but mental imagery of rearranged objects is largely outside their core text/symbolic derivation tasks.",medium,,62,89,0,1597
11,22,0,0.0,Formal symbolic reasoning has no physical motor component; steadiness of arm and hand is unaffected.,high,,77,60,1597,0
11,46,0,0.0,Formal reasoning over symbolic problems provides no low-light visual sensing capability.,high,,50,55,0,1597
11,47,0,0.0,Formal symbolic reasoning has no bearing on visual perception under bright light conditions.,high,,61,56,0,1597
11,51,0,0.02,Formal reasoning over text problems involves no audio perception or speech comprehension; the modality is entirely outside the application's scope.,high,,54,66,1597,0
12,1,0,0.15,"The application's inputs are written issues and code, not speech; spoken-language understanding is not core to its pipeline, though shared language-comprehension machinery gives faint indirect support.",medium,,66,82,1547,0
12,15,0,0.6,"Coding agents must rapidly synthesize scattered code, logs and issue text into a coherent model of the bug, which is closely analogous to pattern closure, though the perceptual/gestalt aspect of the ability is not directly exercised.",medium,,66,104,0,1547
12,23,0,0.0,"Software engineering AI produces code patches; it involves no physical grasping or object manipulation, so it supports none of this ability's motor sub-tasks.",high,,82,73,0,1547
12,42,0,0.0,Resolving code issues and writing patches involves no distance visual perception; the application operates on text in a codebase and offers nothing for seeing details at a distance.,high,,47,74,1547,0
12,51,0,0.02,The application operates on text-based code and issues; understanding spoken audio is not part of its pipeline.,high,,54,58,1547,0
