ai_app_id,ability_id,replicate,attained_level,ceiling_reason,confidence,error
13,84,1,3.4,"Within a dialogue it can decompose a stated problem and do modest structured reasoning or lookups, but it cannot reliably ingest, validate and audit real datasets, and its unverified arithmetic/factual slips make consequential analyses like a building's financing cost (level 4) unsafe to leave unsupervised.",medium,
4,90,1,1.0,"The system only answers questions about supplied images; it holds no goals, workload, schedule, or task queue of its own and so performs no goal-setting, sequencing, or prioritization even at the repetitive level-2 anchor.",high,
10,79,0,1.5,"The activity requires physically examining equipment, structures, or materials, which a purely digital agent cannot do; it can at best read sensor logs or diagnostic output that someone else's instrumentation produced, falling short even of the level-1 anchor of physically verifying locked doors.",medium,
4,94,0,1.0,"A visual question answering model only produces text answers about images and has no actuation, control loop, or real-time capability to maneuver any vehicle or equipment.",high,
4,93,1,1.0,"The model only answers questions about images and has no actuators or control interface, so it performs no part of operating a machine even at the cash-register level.",high,
9,78,0,3.5,"It performs reliable fine-grained perceptual categorization of acoustic patterns into words and speaker turns, but cannot make criterion-based judgments about objects or events beyond the speech-to-text mapping, and accuracy still degrades on heavy accents, crosstalk and noisy field audio without human review.",medium,
10,92,2,1.0,"The application operates only in digital environments and has no hands, arms, or physical actuators, so it cannot handle or move physical materials at even the level-2 anchor of changing settings on a copy machine.",high,
7,97,1,1.0,"A text-only model has no hands, tools, or physical sensing, so it cannot service, adjust, or test any mechanical equipment even at the level of tightening a door hinge.",high,
13,84,0,3.0,"A dialogue system can decompose and explain information supplied in the conversation and handle simple lookups or diagnostic reasoning, but it has no reliable access to underlying datasets and no verified quantitative accuracy, so consequential computed analyses like level-4 financing costs cannot be left unsupervised.",medium,
5,81,0,1.2,"A generative image model synthesises pictures rather than appraising anything; any aesthetic 'judgment' is internal to sampling and it produces no assessment of an object's value, importance, or quality that could replace even a simple evaluative decision like whether a damaged tree should be removed.",high,
13,95,0,2.7,"As a dialogue system it can capture and transcribe information into structured fields or database records and can draft simple code on request, but it does not independently configure, test, or take responsibility for working software or systems, so level-4 tasks like delivering a functioning inventory program require human review and integration.",medium,
5,96,0,1.5,"It renders plausible-looking pictures but cannot produce dimensionally accurate, labelled, or verifiable specifications "" text, measurements and part callouts are routinely garbled "" so even a level-2 task like specifying a work area's lighting cannot be handed to it unsupervised.",high,
7,91,0,1.0,"A text-only language model has no body or actuators, so it performs no physical activity at all, not even walking between workstations.",high,
12,99,2,3.7,"It reliably produces accurate low-stakes records of its own work (diffs, commit/PR text, docstrings, test output), but its descriptions are self-reported and sometimes overstate or omit side effects, and it does not maintain a coherent, durable body of shared information across a project over time as levels 4-6 require.",medium,
3,79,2,3.0,"It can flag trained, visually-apparent defects (surface flaws, missing parts, corrosion) on constrained camera feeds, but cannot physically access equipment, use non-visual cues (sound, vibration, gauges, procedures), or reason from a defect to its cause, which level 4+ plant inspection requires and where a missed fault is consequential.",medium,
13,83,1,3.0,"It can elicit and check information against explicit, well-specified criteria in dialogue (completeness, simple eligibility screening), but complicated determinations like a contested insurance claim require weighing ambiguous evidence against policy language with binding consequences for the claimant, where its errors and susceptibility to persuasive user framing require human sign-off.",medium,
2,80,0,3.0,"Game agents reliably estimate distances, trajectories, timings, and resource/build requirements under time pressure, but only inside a closed simulated world with fixed rules and unlimited practice; they cannot produce estimates about novel real-world quantities or open-ended contingencies as level 4 requires.",medium,
9,90,1,1.0,"A speech-to-text pipeline only converts audio to text and sets no goals, schedules, or priorities of its own, so it performs none of this activity even at level 1.",high,
8,85,0,2.2,"Its decisions are confined to internal, low-stakes choices among renderings (word sense, register, syntax) within a given text; it cannot gather or weigh external evidence, evaluate real-world outcomes, or be held accountable for consequential choices like siting or planning decisions.",medium,
7,91,1,1.0,"A text-only language model has no body or actuators, so it performs no physical activity at all, not even walking between workstations.",high,
9,92,0,1.0,"A speech-to-text model has no physical actuators and performs no handling or moving of objects at all, even at level 1.",high,
8,76,0,3.5,"The model reliably ingests and comprehends the source text handed to it, but it cannot actively seek out additional sources \u2014 reference corpora, glossaries, client context, ambiguous-passage clarification \u2014 so it cannot perform the multi-source information gathering and verification implied at level 4 and above.",medium,
7,94,1,1.0,"A text-only model has no actuators, sensors, or real-time control loop, so it cannot operate any vehicle or mechanized equipment at all.",high,
1,95,2,2.3,"The engine only executes a fixed, pre-built search-and-evaluation computation over game states; it cannot write software, set up functions, configure systems, or handle any data-processing task outside its hard-coded rule domain, so it stays near the data-entry/routine-processing end of the scale.",medium,
11,90,0,2.5,"It plans and sequences steps only inside a single self-contained reasoning problem; it holds no persistent workload, deadlines, or competing priorities, so it cannot be substituted for a person organizing changing activities (level 4) let alone months-ahead multi-task prioritization.",medium,
9,94,1,1.0,"A speech-to-text pipeline produces transcripts and exerts no physical control over any vehicle or equipment, so it does not perform this activity even at level 1.",high,
1,80,0,3.0,"Its estimation is superhuman but confined to quantities defined inside a closed rule-set (material balance, territory, win probability from a given board state); it cannot ingest messy real-world inputs to estimate physical sizes, times, costs, or resources as the level 4+ anchors require.",medium,
5,79,2,1.0,A generative image model synthesises pictures rather than examining real equipment or materials for defects; it performs no inspection or fault-diagnosis function even at the simplest anchor level.,high,
2,94,0,2.0,"It maneuvers only simulated vehicles inside game engines with clean synthetic perception and no physical consequence, so it cannot be substituted for operating any real vehicle beyond the simplest 'drive a car' analogue.",medium,
13,82,1,3.0,"It can reliably categorize, code, and summarize information that arises within a dialogue, but has no verified link to authoritative records and makes silent arithmetic and transcription errors, so consequential calculating/auditing work like adjudicating insurance adjustments (level 4) cannot be left unsupervised.",medium,
10,90,2,4.0,"It reliably decomposes, sequences and re-plans its own activity within a task session, but plan coherence degrades over long horizons and it cannot hold and re-prioritize a portfolio of commitments across weeks or months with shifting external constraints and stakeholder context.",medium,
6,84,1,3.5,"It reliably locates and combines evidence within a supplied text, but its scope stops at one given passage — it cannot assemble, validate, or model multi-source quantitative data, and residual misreading/hallucination in long documents means consequential analytic conclusions still need human verification.",medium,
2,77,2,3.5,"It continuously tracks a dynamic scene and detects threats/opportunities faster than humans, but only inside a closed, fully-rendered game world with hand-tuned reward signals; it does not assess real materials, sensors, or events, and cannot generalize its monitoring to diagnostic tasks like level-4 circuit testing.",medium,
10,95,0,4.5,"It reliably writes, runs, and debugs self-contained programs and scripts and drives software/APIs end-to-end (level 4), but long-horizon, multi-system integration and deployment work still drifts, silently mis-executes, and needs human review before anything touches production, and level 6 also involves physical hardware and organizational coordination it cannot perform.",medium,
12,97,2,1.0,"The application operates only on source code and has no physical embodiment, tools, or sensors to service, adjust, or test mechanical equipment at all.",high,
8,85,1,2.2,"Its decision-making is confined to bounded, low-stakes internal choices among lexical, syntactic and register options within a given text; it cannot gather outside information, weigh consequences, or take responsibility for any decision with real-world stakes beyond the wording itself.",medium,
10,88,0,2.5,"It can autonomously decompose and schedule bounded, verifiable digital tasks (level ~2 constrained planning) but cannot be held responsible for multi-year organizational objectives, which require real business context, stakeholder judgment, and accountability for consequential commitments it cannot verify.",medium,
12,85,0,3.2,"It reliably makes only well-scoped, test-verifiable implementation choices; on ambiguous issues it optimizes to the test proxy rather than intent, and architectural or cross-cutting design decisions with real downstream consequences still require human review.",medium,
10,94,0,1.0,"The application acts only in digital environments and has no physical actuation or vehicle control capability, so it cannot operate even a simple vehicle at the level-2 anchor.",high,
9,80,0,1.0,"A speech-to-text pipeline outputs word sequences and at most confidence scores; it performs no estimation of sizes, quantities, times, costs, or resources, so it does nothing for this activity even at level 1.",high,
5,92,2,1.0,"An image-generation model has no physical embodiment and performs no handling, positioning, or moving of material objects whatsoever, not even at the level-2 anchor of adjusting settings on a machine.",high,
3,77,2,3.4,"It reliably flags visible anomalies in constrained, trained-for settings (surface defects, presence/absence, doneness-style cues), but it only reads pixels
instrumented measurement, multi-signal integration, and the diagnostic judgment implied by level 4 circuit testing or level 6 patient monitoring lie outside a labelling model, and it degrades silently under distribution shift.",medium,
6,94,2,1.0,A text-reading question-answering system has no actuators or vehicle control interface and performs no part of operating vehicles or equipment at any level.,high,
7,83,1,3.4,"With the rule text supplied in-context it reliably screens documents for completeness and obvious rule violations, but without retrieval it cannot be trusted to recall the governing policy or regulation accurately, and its judgment calls on ambiguous, multi-clause cases (level 4+) require human review because a wrong determination carries legal and financial liability.",medium,
4,85,1,2.3,"It answers perceptual questions about a single image and can support simple routine determinations, but it cannot weigh multi-factor, non-visual evidence or be trusted unsupervised for consequential choices given persistent hallucination and no accountability for outcomes.",medium,
5,98,1,1.0,"An image synthesis model performs no physical servicing, testing, or calibration of electronic hardware; it cannot even turn a knob to adjust a picture, so it does nothing for this activity at any level.",high,
9,85,2,1.2,"A transcription pipeline only decodes acoustic signals into text; it performs no analysis of information or evaluation of alternatives to choose a course of action, so even the level-2 anchor (deciding a cafeteria menu) is outside what it does.",high,
8,95,2,2.2,"The translation model only transforms text passed to it \u2014 a routine information-processing step comparable to data entry \u2014 and cannot program, configure software, manage files, or set up and operate computer systems as required from level 4 upward.",medium,
5,78,0,1.5,"The model's output is a synthesised image, not an identification: it encodes category and similarity knowledge implicitly (enough to place recognisable objects or match a reference style) but produces no verifiable judgment, difference-detection, or change-detection that an employer could substitute for even the level-2 diagnostic testing anchor.",medium,
1,76,2,2.0,"It ingests only a single, fully-specified formal board state in a fixed encoding — comparable to reading a standard blueprint — and cannot seek out, select among, or integrate heterogeneous or ambiguous real-world information sources.",high,
11,93,1,1.0,"The system produces symbolic reasoning only and has no actuators, control interface, or process-monitoring loop, so it cannot operate any physical machine even at the cash-register level.",high,
10,96,0,3.3,"It can assemble plausible written specs, bills of materials, and assembly/maintenance documentation, and even emit parametric CAD or schematic code, but it cannot reliably produce dimensioned, tolerance-correct, code-compliant drawings for physical devices without an engineer verifying every line, so fabrication-grade layout work at level 4+ stays supervised.",medium,
6,77,2,2.3,"It has no sensing of materials, events, or environments \u2014 only a passage handed to it \u2014 so it can at best answer whether a supplied text states a problem, and cannot sustain ongoing surveillance or interpret instrument/physical readings as levels 4+ require.",medium,
12,85,2,3.4,"It reliably chooses among candidate fixes only when the problem is bounded and an objective oracle (the project's test suite) settles correctness; on ambiguous issues, architectural trade-offs, or cases where passing tests masks a wrong or unsafe change, its patches still require human review, so it cannot own consequential judgment calls of the level-4 kind.",medium,
8,89,1,1.0,"A translation model only converts text between languages; it does not allocate time, resources, or people, so it performs no scheduling even at the simplest appointment-booking level.",high,
8,93,0,1.0,"A text translation model has no actuators or control interfaces and performs no machine or process operation at all, not even level-1 tasks.",high,
2,76,1,3.4,"The agent extracts and integrates rich, concurrent perceptual streams from its trained game observation channel with superhuman speed, but it cannot seek out, select among, or interpret novel or heterogeneous sources outside that fixed channel, which level 4+ anchors (reviewing a budget, studying tax law) require.",medium,
6,90,0,1.3,"The system only answers questions about a supplied passage; it has no ongoing tasks, schedule, or goals of its own to prioritize, so it performs essentially none of the activity beyond possibly restating a plan described in the text.",high,
7,94,0,1.0,"A text-only model has no actuators or sensorimotor control, so it cannot operate any vehicle or equipment at all, even at the level of driving a car.",high,
1,76,0,2.0,"Its only input is a single, fully-observable, formally encoded board state supplied by the game interface, so it reads a fixed standard format (blueprint-level) and never seeks, combines, or judges the relevance of information from multiple or ambiguous sources.",high,
11,86,1,4.5,"It reliably recombines known techniques into fresh solutions for well-posed problems (level 4-like adaptation), but genuinely original constructions, new frameworks, or research-program-level invention appear only sporadically and require expert verification because subtly invalid steps are stated as confidently as valid ones.",medium,
4,78,1,3.3,"It reliably recognizes and categorizes common objects and obvious differences in single images, but hallucination, weak fine-grained/spatial/counting discrimination, and no grounding in standards or temporal change make it unfit to be trusted unsupervised for consequential acceptability judgments like the level-4 food-inspection anchor.",medium,
2,92,1,1.0,"The agent acts only through game controller/API outputs in a simulated environment and never physically handles, positions, or moves real materials, so it performs none of this activity even at level 1.",high,
5,77,0,1.0,"A text-to-image generative model produces novel images from prompts and has no channel for ingesting ongoing environmental, material, or event data, so it performs no detection or assessment of problems even at the simplest 'is the bread done' level.",high,
4,97,0,1.0,"The activity is inherently physical—servicing, adjusting, and testing mechanical parts with tools—and a visual question answering model has no actuators, so it cannot perform even the simplest hand-tool adjustment, only describe what it sees.",high,
10,96,1,3.4,"It can compile documentation, parts lists, and plausible specification drafts by browsing catalogs and running code, but it cannot reliably produce verified dimensioned drawings/CAD geometry or code-compliant engineering specifications that a firm could release without a human engineer's review.",medium,
10,95,1,4.3,"It can autonomously write, run and debug self-contained applications like an inventory tracker (level 4), but long-horizon reliability decay, silent errors, and lack of accountability mean enterprise-scale system setup and integration (level 6) still require human architects and review.",medium,
9,78,2,3.2,"It performs one narrow perceptual categorization	ext words reliably in favorable conditions, but makes no evaluative or contextual judgment about what it identifies and degrades unpredictably under heavy accent, noise and crosstalk, so it cannot substitute for level-4 acceptability judgments.",medium,
7,83,2,3.4,"It can apply explicitly supplied rules to clear-cut cases and flag missing or non-conforming items, but without retrieval it misremembers actual regulations and policy exceptions, so a consequential compliance determination like a complicated insurance claim (level 4) still needs human verification.",medium,
7,89,1,3.0,"Without calendar or scheduling tools the model can only draft schedules from constraints supplied in text, and its combinatorial constraint satisfaction (coverage, overlaps, hour limits, availability) breaks down as soon as the roster or program has more than a few interacting requirements, so a level-4 retail work schedule still needs human verification.",medium,
9,91,1,1.0,"A speech-to-text pipeline has no body or actuators and performs no physical activity whatsoever, not even walking between workstations.",high,
5,87,2,1.8,"The trained model's weights are frozen: it can apply visual knowledge absorbed during training but has no mechanism to notice, acquire, or incorporate new technical information after training, so even level-2 'keep up with price changes' style updating requires a human to retrain or re-prompt it.",medium,
7,90,2,3.4,"Without tools, memory, or state tracking it can draft coherent schedules and prioritized task lists on request, but cannot own and revise a plan as circumstances actually change, which is what level 4+ requires.",medium,
9,97,1,1.0,"A speech-to-text pipeline has no manipulators, sensors, or physical agency, so it performs no servicing, adjusting, or testing of mechanical equipment at any level.",high,
7,93,0,1.0,"A text-only model has no actuators or control interface, so it cannot operate any physical machine or process even at the cash-register level; it can only describe how to do so.",high,
6,97,2,1.0,"A text-reading question-answering model has no physical actuation and cannot service, adjust, or test any mechanical equipment, so it performs none of the activity even at level 1.",high,
3,80,0,2.0,"It can count and roughly size/rank objects visible in an image (a level-2-style estimate), but has no basis for absolute scale without a reference and cannot estimate time, cost, resource or material requirements, which demand non-visual domain reasoning about processes and constraints.",medium,
2,85,1,3.2,"It makes dense, fast, multi-objective decisions superbly, but only inside a closed environment with a pre-specified reward and simulated stakes; it cannot frame an ill-defined real problem, weigh incommensurable real-world criteria, or be trusted when conditions shift outside its training distribution, as level-4 anchors like siting a department store require.",medium,
11,83,0,3.3,"Its strength is applying explicit formal rules to well-specified inputs, which covers completeness checks and rule-application against written criteria, but level-4-style judgment on messy real-world evidence (ambiguous documentation, facts needing verification, policy intent) is outside its input domain and its long-chain errors are silent, so consequential compliance determinations cannot be left unsupervised.",medium,
1,78,0,3.5,"It categorizes and compares states superhumanly, but only over noise-free symbolic inputs in a fully specified closed world, so it cannot perform the perceptual, variable-evidence judgment implied by the level-4+ anchors.",medium,
5,98,2,1.0,"An image generator produces pixels and cannot physically inspect, test, adjust, or replace any electronic hardware, so it performs none of this activity even at the level of turning a knob.",high,
11,85,2,3.5,"It reliably solves well-posed, closed-form technical problems, but its confident-looking errors on novel or ill-specified problems require expert verification, and it cannot weigh ambiguous multi-criteria real-world tradeoffs or bear accountability as in the level-4+ anchors.",medium,
9,79,0,1.0,"A speech-to-text pipeline performs no physical or sensory inspection of equipment, structures, or materials; it only converts spoken audio to text, so it does not perform this activity even at the level-1 anchor.",high,
2,92,2,1.0,"The agent acts only on virtual game state via control inputs; it has no arms, hands, or effectors and never physically handles, positions, or moves materials, so it does not perform this activity even at level 1.",high,
3,98,0,1.4,"The model only assigns labels to pixels—it has no actuators or test instrumentation, so beyond flagging visible defects in automated optical inspection it cannot adjust, remove, replace or calibrate any component, which even the level-1 anchor requires.",high,
9,90,0,1.0,"A speech-to-text pipeline only converts audio to text; it sets no goals, schedules nothing, and performs no prioritization or planning of work at any level.",high,
4,85,0,2.2,"It can infer and recommend simple, low-stakes choices from what is visible in an image, but hallucinations on fine detail, counting and spatial relations mean it cannot be trusted to own decisions whose consequences extend beyond the single image, and it has no access to the cost, risk, and stakeholder information that level 4+ decisions require.",medium,
10,78,2,4.1,"It reliably categorizes, diffs, and flags anomalies in digital artifacts (logs, code, data, test output) against known criteria, but novel or high-stakes discrimination 
ofamiliar signals \
noisy evidence \u2014 the level-6 kind of judgment \u2014 exceeds it, and its false-negative rate on subtle anomalies still requires human verification.",medium,
4,83,2,2.4,"It can check images against explicit, visually checkable criteria (form fields filled, label present, PPE worn), but hallucination and missed fine detail make it unreliable for consequential inspection judgments, and it cannot integrate written policy or regulatory context beyond the image as level-4 work requires.",medium,
2,88,2,2.2,"The agent optimizes long-horizon in-game plans (build orders, resource-vs-army tradeoffs over tens of minutes), but the objective itself is handed to it as a fixed reward/win condition in a closed, rule-stable world, and its 'strategy' is an implicit policy that cannot be articulated, justified, or applied to any open-ended organizational planning task.",medium,
4,80,1,2.2,"It can give rough size/count/distance estimates from an image (level-2-style tasks like sizing furniture for crating) but lacks metric calibration, miscounts dense or occluded objects, and has no access to the cost, schedule, or resource data that level-4+ estimation requires, so its numbers need human verification.",medium,
10,89,2,3.7,"It reliably books and sequences appointments against fixed rules and can even run solver code for shift rosters, but staffing-level scheduling depends on unstated preferences, fairness/labor-law compliance, and last-minute human negotiation that it cannot gather or arbitrate unsupervised, and multi-track conference programming (level 6) requires stakeholder trade-offs well beyond it.",medium,
8,83,2,1.3,"A trained translation model only maps text between languages; it renders standards or claims into another language but performs no judgment about whether events or processes conform to them, so it barely exceeds an incidental completeness check.",high,
6,87,0,3.5,"It can absorb and apply information from a passage handed to it, but it does not seek out, track, or retain updates over time, and its answers about technical material still carry error rates that require checking before the knowledge is acted on.",medium,
7,96,2,3.3,"Text-only output can draft plausible instructions and component/spec lists, but it cannot produce dimensioned drawings or layouts and its specifications are not verifiable against real site conditions, codes, or fabrication tolerances without an engineer checking them.",medium,
4,86,1,2.0,"VQA's output is descriptive/inferential answers about a given image, so it contributes only trivial idea-generation (e.g., suggesting alternative interpretations or minor tweaks) and cannot itself develop or design new products, systems, or artistic works.",medium,
9,99,2,3.0,"It converts speech to text verbatim but cannot decide what is salient, structure or maintain a record, and residual errors on overlap, accents, and proper nouns require human review before the output can serve as a consequential official record like a crime-scene write-up.",medium,
7,95,0,3.5,"It can draft correct-looking code and configuration text for modest, well-specified tasks, but without tools it cannot execute, test, or debug anything, nor actually enter data or touch a real system, so anything beyond a small self-contained program (the level-4 inventory-software anchor) needs a human to run and fix it.",medium,
8,77,2,1.5,"A translation model only ingests a supplied text and has no sensor, event, or environmental input stream; at best it flags anomalies or ambiguities noticed inside the source text, which falls short of even a simple 'check whether the bread is done' physical/state monitoring task.",medium,
13,94,2,1.0,A conversational dialogue system has no actuators or vehicle control loop and cannot physically maneuver or navigate equipment at any level.,high,
9,81,2,1.4,"The pipeline only converts audio to text; beyond internal confidence/audio-quality scores it makes no assessment of the value, importance or quality of any object, service or person, so it cannot even substitute for a level-2 judgment like deciding whether a damaged tree should be removed.",high,
5,90,1,1.5,"An image generation model executes a single synthesis request and does no goal-setting, scheduling, or prioritization of work over time, so it barely registers even at the repetitive-schedule anchor.",high,
8,99,0,2.5,"It only renders supplied text into written form; it cannot gather, verify, store or maintain records, and its unverified output cannot be trusted as an authoritative documentary record (level 4+).",medium,
11,97,0,1.0,"The application is a purely textual reasoning system with no physical embodiment or tools, so it cannot service, adjust, or test mechanical equipment at all, even at the level of tightening a door hinge.",high,
7,97,0,1.0,"A text-only model has no physical embodiment or tools, so it cannot service, adjust, or test any mechanical equipment—even a door hinge—though it can describe how.",high,
11,78,0,3.4,"It can categorize problem types and spot obvious inconsistencies in symbolic or textual inputs, but it has no perceptual or instrumented access to physical objects and events, and its detection of subtle errors in derivations or data is unreliable enough to require expert checking.",medium,
13,87,1,3.4,"A deployed conversational system has fixed training-cutoff knowledge and no autonomous mechanism for tracking or verifying technical updates; it can apply new material handed to it in context (prices, a revised procedure sheet) but conflates superseded with current versions and hallucinates specifics, so it cannot be trusted unsupervised with keeping current on evolving technical procedures.",medium,
11,99,0,3.3,"It can produce structured written records of its own derivations, but it maintains no persistent store, does not enter or update information in external systems, and cannot guarantee the recorded content is accurate, so anchor-4 documentation of record (and anchor-6 ongoing record maintenance) cannot be entrusted to it unsupervised.",medium,
13,99,1,3.5,"It can transcribe and structure what was said into clean records, but summaries of a dialogue still drop or invent details, so consequential documentation (clinical notes, legal/investigative records) requires human review and it cannot maintain complex, cross-referenced record systems beyond the conversation itself.",medium,
13,81,1,2.8,"It can elicit descriptions and render simple graded judgments in dialogue (e.g., screening, triage-style recommendations), but it cannot inspect or verify the object, service, or person itself, and consequential valuations like loss estimates or hiring decisions cannot be left unreviewed because it will confidently accept false premises from the speaker.",medium,
