ai_app_id,ability_id,replicate,r,rationale,confidence,error,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens
4,19,0,0.55,"VQA's grounded spatial reasoning over images covers part of visualization (judging spatial relations, occlusion, part-whole configurations), but the ability's core act of mentally transforming or rearranging objects into unseen configurations is only indirectly supported, since the model answers about a given image rather than simulating a new one, and mental-rotation-style queries are a known failure mode.",medium,,62,440,1494,0
4,26,0,0.0,"Visual question answering produces text answers about images and has no motor output or control loop, so it cannot execute or substitute for coordinated limb movement.",high,,78,72,1494,0
4,32,0,0.02,"Static strength is a purely physical force-exertion ability with no perceptual or linguistic sub-tasks; a model that answers questions about images cannot lift, push, pull, or carry anything, mirroring the zero scores given for other motor/strength abilities.",high,,64,134,1494,0
5,17,0,0.25,"Perceptual speed is about rapid, accurate comparison and matching of visual or symbolic sets, whereas a generative model's core function is synthesising novel images; it only indirectly touches this through the internal visual representations that let it match a reference style or spot-check consistency, not through explicit fast discrimination tasks.",medium,,81,401,0,1494
5,23,0,0.02,"Image synthesis produces pixels from prompts and involves no physical grasping, manipulation or assembly, so it cannot substitute for or assist any core motor sub-task; consistent with the 0.00 scores for other psychomotor abilities.",high,,82,150,1494,0
5,32,0,0.0,"Image synthesis produces pixels from prompts and has no physical actuation, so it cannot contribute to exerting muscular force for lifting, pushing, pulling or carrying, consistent with the zero scores on other physical abilities.",high,,64,124,1494,0
5,39,0,0.0,"Whole-body coordination is a physical, sensorimotor ability executed in real time by a moving body; a model that synthesises static images provides no motor control, feedback, or physical execution, and shares no codifiable sub-task with it.",high,,73,153,1494,0
5,45,0,0.4,"Image synthesis requires internally representing and rendering precise hues, shades and brightness, so it substitutes for some color-composition work (e.g., producing a palette or matching a referenced tone), but the ability's core is perceptual detection and comparison of subtle color differences, which a generative model does not output as a judgement and often gets inconsistent across renders.",medium,,63,397,1494,0
6,1,0,0.25,"The system's semantic understanding overlaps with the comprehension half of the ability, but it operates only on supplied written passages and cannot perform the auditory perception, real-time speech processing, prosody and speaker-context handling that make oral comprehension distinct.",medium,,66,364,0,1526
6,23,0,0.0,"Reading comprehension operates purely on text input and produces text answers, with no perception or actuation of physical objects, so it contributes nothing to grasping, manipulating, or assembling.",high,,82,85,0,1526
6,26,0,0.0,"Reading comprehension operates purely on text input and produces text answers, providing no motor control, sensorimotor feedback, or physical actuation needed to coordinate limbs.",high,,78,82,1526,0
6,37,0,0.0,"Extent Flexibility is a purely physical, whole-body motor ability, while the application only reads text passages and outputs answers; there is no shared input, output, or task component.",high,,69,80,1526,0
6,41,0,0.03,"Reading comprehension operates on text already supplied in machine-readable form; it involves no visual perception of close-range detail, and only trivially substitutes for the reading-by-eye step that near vision would otherwise serve.",high,,56,96,1526,0
7,26,0,0.0,Multilimb coordination is a purely psychomotor ability requiring real-time physical control of limbs; a text-predicting model has no actuators or sensorimotor loop and cannot execute any part of it.,high,,78,92,0,1488
7,27,0,0.0,Response Orientation is a psychomotor speed ability requiring rapid selection and initiation of physical movements to sensory signals; a text-predicting language model has no sensorimotor loop or motor output and cannot perform any part of it.,high,,75,101,1488,0
7,32,0,0.0,"Static strength is a purely physical exertion capacity requiring musculature and physical presence; a text-predicting model has no actuators and cannot lift, push, pull, or carry anything.",high,,64,85,1488,0
7,36,0,0.0,Stamina is purely a cardiorespiratory physical capacity; a text-predicting model has no bearing on aerobic exertion and cannot execute or substitute for any of its sub-tasks.,high,,61,90,1488,0
7,42,0,0.0,Far Vision is a perceptual-acuity ability requiring visual sensing of distant detail; a text-only language model has no visual input and cannot substitute for or augment distance seeing.,high,,47,86,1488,0
8,6,0,0.2,"A translation model reproduces content across languages rather than generating novel ideas; the only creative element is finding clever equivalents for idioms, wordplay or register, which is a narrow slice of originality's core task of inventing unusual solutions to open problems.",medium,,74,247,0,1431
8,17,0,0.2,"Translation models operate on symbol sequences and can incidentally flag textual mismatches between source and target, but the ability's core is rapid visual comparison of letters, numbers, objects, pictures and patterns, which the model neither perceives nor evaluates.",medium,,81,287,0,1431
8,30,0,0.0,"Translation is a text-to-text linguistic model with no motor output or control over hand and finger movement, so it does nothing for repeated fine motor speed.",high,,72,75,0,1431
8,41,0,0.03,"Translation operates on already-digitized text, not on visual perception of close-range detail; it provides no image capture or optical detail resolution, so it does not substitute for near vision except incidentally by removing some close reading of foreign text.",high,,56,200,0,1431
8,51,0,0.3,"A text-to-text translation model does not process audio, so the perceptual front-end of identifying spoken words falls outside it; it only helps indirectly by resolving meaning once speech has been transcribed, and by anchoring word-level disambiguation in cross-lingual listening situations (weaker than the 0.50 the experts gave the meaning-focused Oral Comprehension).",medium,,54,557,0,1431
9,19,0,0.02,"Speech recognition maps acoustic signals to text and involves no spatial or visual representation, so it contributes nothing to imagining rearranged objects or shapes.",high,,62,121,0,1460
9,22,0,0.0,"Speech recognition transcribes audio to text and has no motor output or physical stabilization component, so it cannot perform or assist any sub-task of holding an arm and hand steady.",high,,77,83,0,1460
9,33,0,0.0,"Speech recognition transcribes audio to text and has no bearing on physical exertion or muscular endurance, which requires bodily force output rather than any perceptual or linguistic processing.",high,,77,85,0,1460
9,34,0,0.0,Speech recognition converts audio to text and has no bearing on generating physical muscular force or propulsion; the modality and output are entirely disjoint from explosive athletic movement.,high,,79,83,0,1460
9,36,0,0.0,"Speech recognition transcribes audio to text and has no bearing on cardiovascular endurance or sustained physical exertion, which requires bodily capacity rather than information processing.",high,,61,83,1460,0
10,26,0,0.0,"Multilimb coordination is a purely physical psychomotor ability requiring bodily actuation, while agentic task execution operates only in digital environments with no motor control over limbs or machinery.",high,,78,87,0,1562
10,27,0,0.05,"Response Orientation is a psychomotor choice-reaction ability requiring physical movement selection and initiation speed; agentic execution acts only in digital environments with no bodily response, so any overlap is a loose metaphorical analogy to selecting an action under signals.",high,,75,240,0,1562
10,43,0,0.02,"Peripheral vision is a physiological visual-field capacity tied to an embodied eye and head, whereas agentic task execution operates purely on digital state, tools and code; it has no bearing on detecting off-axis objects or motion while fixating ahead.",high,,69,154,0,1562
10,49,0,0.05,"Agentic task execution operates on digital text, code, and tool interfaces; selective listening to one sound stream amid competing audio is a perceptual task outside its defined modality, at most touched indirectly if an agent invokes a speech/audio-separation API as a tool.",high,,64,204,1562,0
10,52,0,0.05,"Agentic task execution operates on digital tools, code and APIs; producing intelligible spoken articulation is not part of its defined pipeline, so it only touches this ability incidentally if a text-to-speech component is bolted on.",high,,54,170,1562,0
11,19,0,0.35,"Formal reasoning systems can substitute for spatial imagination in codifiable cases—geometry, coordinate transformations, molecular or structural configurations—by deriving results symbolically rather than picturing them, but the ability's core is perceptual mental manipulation of objects, which this text/symbol-based derivation engine addresses only indirectly.",medium,,62,358,0,1597
11,22,0,0.0,Arm-hand steadiness is a purely physical motor control ability requiring embodied actuation; a text-based formal reasoning system has no physical output channel and cannot substitute for or assist steady limb positioning.,high,,77,95,1597,0
11,46,0,0.0,Night vision is a physiological visual-sensory capacity under low illumination; a symbolic multi-step reasoning system provides no perceptual input processing or image enhancement relevant to it.,high,,50,87,1597,0
11,47,0,0.0,Glare sensitivity is a low-level physiological visual capacity tied to human eyes under bright lighting; a symbolic multi-step reasoning system provides no perceptual input processing or assistance for it.,high,,61,130,1597,0
11,51,0,0.02,"The application operates on text-based formal derivation and has no audio-perception component, so it contributes essentially nothing to identifying or understanding spoken language.",high,,54,130,1597,0
12,1,0,0.15,"The application's inputs are written issues and source code with no speech modality, so it does not process or interpret spoken language; only the generic text-understanding machinery is loosely analogous, giving weak indirect support at best.",high,,66,227,0,1547
12,15,0,0.3,"Speed of Closure is fundamentally a perceptual gestalt ability (rapidly seeing patterns in incomplete or disorganized sensory data), which the calibration shows this application does not touch (Perceptual Speed 0.00); it earns partial credit only through the abstract analogue of quickly synthesizing an issue report and scattered code context into a coherent diagnosis.",medium,,66,555,0,1547
12,23,0,0.0,"Autonomous code patching operates entirely on text in a digital codebase and involves no physical grasping, manipulation, or assembly of objects.",high,,82,72,0,1547
12,42,0,0.0,Autonomous code patching operates entirely on text and repository state; it involves no perception of distant physical detail and cannot substitute for visual acuity at range.,high,,47,76,0,1547
12,51,0,0.03,The application ingests written issues and code and emits text patches; it has no audio input channel and performs none of the auditory decoding or spoken-language comprehension that defines this ability.,high,,54,163,1547,0
