ai_app_id,ability_id,replicate,attained_level,ceiling_reason,confidence,error
5,73,2,1.0,"An image synthesis model has no capacity to maintain information files or process paperwork; it produces pixels, not filled forms, records, or administrative transactions, so it performs nothing of this activity even at level 1.",high,
13,68,1,1.7,"It can deliver encouragement, coaching language, and mediation-style dialogue one-on-one, but it holds no standing membership, authority, or accountability in a team, so it cannot actually build trust and cooperation among people over time as a level-4 team lead must.",medium,
9,72,1,1.0,"A transcription pipeline converts audio to text and generates no guidance, recommendations, or expert judgment of any kind, so it performs none of this activity even at the lowest level.",high,
6,66,1,1.4,"The system only extracts and combines evidence from a supplied text, so at most it handles the simplest scripted, transactional query-answering (toll-booth level); it has no capacity to manage a live customer relationship, read affect, handle complaints, persuade, or perform.",high,
8,72,0,1.3,"A translation model only re-renders text someone else authored; it originates no technical judgment, recommendation, or organizational guidance of its own, so it does not perform advising beyond incidentally carrying an expert's advice across a language barrier.",high,
13,70,0,2.3,"It can deliver scripted coaching, reminders and feedback on defined metrics, but it holds no organizational authority or accountability, cannot verify real-world performance beyond what it is told, and cannot be trusted with the consequential personnel judgments (discipline, prioritization under pressure, credible motivation) that supervising even a small team requires.",medium,
11,69,2,3.2,"It can produce correct step-by-step derivations and explanations that function as ad hoc tutoring, but it does not assess learners' educational needs, sequence a curriculum, or hold responsibility for a sustained course, and residual reasoning errors in unverified domains make unsupervised instruction at the high-school-course level (4) unsafe.",medium,
1,63,0,1.0,"A board-game engine has no channel for personal assistance, emotional support, or physical care and does nothing for this activity even at level 1.",high,
3,60,1,1.2,"A classifier only emits object labels; it cannot compose, address, or contextualize information for a supervisor or co-worker, so it barely reaches the 'brief note' anchor and nothing beyond.",high,
3,65,1,1.0,"A vision model that outputs object labels performs no interpersonal communication, complaint handling, or negotiation at all, so it does nothing for this activity even at level 1.",high,
12,60,2,3.5,"It can reliably emit commit messages, PR descriptions and issue summaries of the work it did (brief-note to simple-report territory), but its self-reports are not dependably faithful (agents overstate what passed or what changed), and it does no interactive, multi-party, or presentational communication beyond the artifact it just produced.",medium,
11,73,0,1.5,"The system derives answers to formal problems but has no capacity to maintain information files, handle forms in real workflows, or process paperwork end-to-end; at most it supplies computations that a person then enters, falling short of even the routine-form anchor.",high,
9,60,2,1.5,"It only converts spoken audio into verbatim text ecatselating message; it cannot select, synthesize, or tailor information for a recipient, so it barely exceeds the level-1 'brief notes' anchor and cannot report outcomes to a supervisor.",high,
12,74,1,1.0,"A code-patching agent performs no recruiting, interviewing, selection, hiring, or promotion activity at all — it has no role in staffing decisions.",high,
2,66,0,1.2,"The agent interacts only with game state and opponents' actions, with no capacity to receive, serve, or communicate with human customers, clients, or an audience beyond incidental spectator interest in its play.",high,
2,70,2,1.0,"A game-playing agent issues commands to scripted in-game units, not to human subordinates; it sets no performance standards, monitors no one's work, and provides no guidance or motivation to people.",high,
13,69,2,3.5,"It can explain concepts and tutor interactively at high-school level, but cannot be trusted unsupervised to design a sequenced curriculum, diagnose learners' educational needs beyond what they say, assess mastery, or guarantee factual accuracy in instruction — so full course-level teaching (level 4) and accredited program development (level 6) are out of reach.",medium,
4,71,2,1.8,"It can answer one-off questions about an image (e.g., pointing out a control on pictured equipment), approximating the level-2 'show a coworker' anchor, but it cannot assess a learner's developmental needs, sequence instruction, or verify performance over time, and misreadings of unfamiliar equipment make even that demonstration unsafe to leave unsupervised.",medium,
1,68,1,1.0,"A game-playing search agent has no interaction with people or teams at all, so it performs none of this activity even at the level-1 anchor of encouraging two coworkers.",high,
1,62,1,1.0,"A board-game search agent has no social interaction channel at all; it cannot even exchange greetings with a coworker, let alone build or sustain working relationships.",high,
10,62,2,2.0,"Agentic scaffolding can handle courteous transactional exchanges (greetings, follow-up emails, scheduling, ticket replies) but has no persistent stake, accountability, or reciprocal trust with humans, so it cannot sustain genuine working relationships over time, let alone win over resistant parties.",medium,
9,70,0,1.0,"Transcribing speech to text involves no setting of performance standards, no monitoring of subordinates, and no authority relationship, so the application performs none of this activity even at the lowest anchor.",high,
5,60,1,2.0,"It can render a visual that conveys a simple message (a diagram-like note or illustrative graphic), but it has no access to workplace facts, context or recipients and cannot assemble and vouch for substantive information such as reporting meeting results, so anything above the simplest note requires a human to supply and verify the content.",medium,
3,59,1,1.5,"The model emits category labels from pixels — a bare readout that at best matches the simplest 'read a value and state what it is' interpretation, with no capacity to explain what information means, how it can be used, or to tailor an explanation to an audience.",high,
2,70,1,1.0,"A game-playing agent issues control inputs to a simulated environment and has no human subordinates to set standards for, monitor, or motivate; commanding in-game units is not personnel supervision.",high,
1,62,0,1.0,"A game-playing search agent has no social interaction capability at all
o oooperation with people, sustained relationships, or even greeting exchange are outside its input/output space.",high,
4,68,1,1.0,"Answering questions about image content involves no sustained interpersonal relationship, trust-building, or influence over coworkers, so it does not perform even the level-1 encouragement of two colleagues.",high,
5,66,1,1.5,"The model only returns an image in response to a prompt ; it cends no interpersonal handling of people  no greeting, reading a customer's reaction, resolving complaints, or sustaining a live performance  so it cannot substitute for even routine counter service beyond the most mechanical, vending-machine-like transaction.",high,
10,72,0,4.0,"It can investigate options hands-on (benchmark tools, test APIs, read docs) and deliver a defensible technical recommendation, but it lacks the organizational context, stakeholder relationships, and accountability needed for consequential strategic or business-restructuring advice that no one re-checks.",medium,
12,64,2,1.0,"The system only reads issues and writes code patches validated by tests; it has no counterpart to persuade and performs no persuasive act, so it does nothing for this activity even at level 1 (a PR description at most documents, not convinces).",high,
12,59,1,3.5,"It reliably translates technical artifacts (stack traces, diffs, test failures, code behavior) into clear explanations, but its interpretations of ambiguous or cross-domain information are confidently stated yet unverified, so consequential level-4+ interpretation cannot be left unsupervised.",medium,
9,68,2,1.0,"A transcription pipeline produces text and performs no interpersonal encouragement, trust-building, or team leadership at all, so it does nothing for this activity even at level 1.",high,
2,63,0,1.0,"A game-playing agent acts on a game environment and provides no personal assistance, medical attention, or emotional support to any person, so it does nothing for this activity even at level 1.",high,
1,59,2,1.5,"A search-and-evaluate engine outputs numeric position scores and principal variations oughable to reading off a blood-pressure number, but it does not translate or explain what the information means for a human audience beyond that raw readout.",high,
10,61,1,4.0,"It can autonomously draft and actually send standard, templated external communications (customer support replies, service information, routine vendor/API correspondence), but official public or regulatory representation such as press releases, negotiations, or sensitive complaint handling carries reputational and legal exposure that requires human sign-off, and the agent cannot reliably judge tone, disclosure limits, or when to escalate.",medium,
10,64,0,3.5,"It can autonomously generate and push personalized outreach, follow-ups and scripted pitches at scale, but sustaining a live persuasive exchange to an actual purchase or commitment — reading objections, adapting, and staying within compliance/misrepresentation limits — still requires human ownership, so it falls short of reliably delivering standard sales pitches unsupervised.",medium,
11,62,1,1.0,"A mathematical reasoning system produces derivations and proofs; it holds no persistent relationship with coworkers or clients and at most exchanges pleasantries incidental to a query, so it does not perform relationship-building work above the level-1 anchor.",high,
11,61,2,1.5,"The system's function is deriving answers to formal problems, not representing an organization externally; at most its written solutions could be passed to an outside inquirer, and it neither manages the external relationship nor tailors messaging for public or customer audiences.",high,
3,73,0,1.5,"Object labeling can at best classify or index scanned documents for filing, but it cannot fill in, verify, or process forms end-to-end, which is what even the level-2 anchor requires.",medium,
2,59,1,1.0,"The agent converts perception into actions in the game and produces no explanation or translation of information for any human audience, so it does not perform this activity even at the level-1 anchor.",high,
12,61,1,1.5,"The agent's outputs are patches, commit messages and issue/PR comments aimed at the codebase and its maintainers; it does not represent the organization to customers, the public, or government, and any externally visible text it writes is incidental and reviewed before it stands as the organization's voice.",high,
7,67,1,2.0,"Without tools or authority it can only draft handoff notes and task lists on request; it cannot assign work to real people, monitor progress, or follow up, which every level above simple information exchange requires.",medium,
9,71,1,1.0,"A transcription pipeline only converts audio to text; it does not assess anyone's developmental needs or deliver instruction, so it performs none of this activity even at the level-2 anchor.",high,
9,67,1,1.0,"A transcription pipeline only converts audio to text; it never assigns tasks, aligns people, or gets a group to work together, so it does not perform the activity even at the level-2 shift-change anchor.",high,
13,70,1,2.2,"It can relay task instructions, restate performance standards, and deliver encouraging or corrective feedback in dialogue, but it has no organizational authority, no independent observation of actual work performance, and no accountability for personnel decisions, so it cannot be substituted for even a small-team supervisor.",medium,
13,71,1,3.5,"It can explain procedures, diagnose misconceptions in dialogue, and deliver tutoring-style instruction, but it cannot observe a learner's actual on-the-job performance, sustain a longitudinal developmental relationship, or hold anyone accountable, which the level 4-6 anchors require.",medium,
12,73,1,1.5,"The system's scope is limited to locating code and producing test-passing patches; its only administrative output is incidental repository bookkeeping (commit messages, PR/changelog text), and it has no access to or accountability for organizational forms, records systems, or filings beyond the codebase.",medium,
8,73,2,1.4,"A translation model only converts text between languages; it does not maintain files, populate or route forms, or execute any paperwork process, so it barely touches even the level-2 anchor of completing routine standard forms.",high,
7,65,0,2.5,"It can compose apologies and de-escalating replies to routine complaints, but it holds no authority, stake, or accountability in a live negotiation, so it cannot be trusted unsupervised to actually bring real parties to a binding agreement (level 4+).",medium,
1,70,1,1.0,"A game-playing search agent has no subordinates, no performance standards, and no capacity to guide or monitor people; it does nothing for this activity even at level 1.",high,
4,61,1,2.2,"It can produce image-grounded answers to an outside party's question (e.g., 'what does this photo show?'), but it has no organizational context, no accountability for representations made on the firm's behalf, and hallucination risk makes unsupervised customer-facing statements unsafe, so it never reaches standard presentations of services (4).",medium,
6,67,2,1.0,"The system only answers questions about a supplied passage; it has no agency, no channel to people, and no ability to assign or align others' work, so it performs none of this activity even at level 1.",high,
3,65,0,1.0,"An image-labelling model has no language, social, or interactive capability whatsoever, so it cannot handle a complaint or negotiate even at the level-2 apology anchor.",high,
6,59,2,3.5,"It can accurately locate and restate what a supplied passage means in plain terms, but level-4-style interpretation (e.g. applying tax statutes to a specific export situation) requires outside domain expertise and carries advice-grade consequences where its occasional misreadings of dense, ambiguous, or cross-referencing text must be checked by a human.",medium,
3,74,0,1.0,"An object-labelling vision model performs no part of recruiting, interviewing, selecting, or hiring; it does nothing for this activity even at level 1.",high,
9,74,2,1.0,"A speech-to-text pipeline only produces transcripts; it performs no recruiting, interviewing, selection, hiring, or promotion decisions at all.",high,
2,68,2,1.0,"A game-playing agent coordinates its own actions with teammates but does no interpersonal encouragement, trust-building, or morale work with human team members, so it does not perform even the level-1 anchor.",high,
5,70,1,1.0,"An image synthesis model has no subordinates, no channel for setting or monitoring performance standards, and performs no part of supervisory guidance even at the backup-supervisor level.",high,
3,69,1,1.0,"A vision model that outputs object labels performs no identification of learners' educational needs, no curriculum development, and no instruction, so it does not perform the activity even at level 1.",high,
7,74,0,2.5,"It can draft postings, interview guides, and summarize application text, but cannot conduct live interviews, verify candidate claims, or bear the legal and bias risk of unsupervised screening or hiring recommendations at the level-4 anchor.",medium,
7,66,0,2.5,"It can sustain polite, fluent text exchanges with the public but has no physical presence, no ability to complete transactions or handle goods, and no reliable grounding in customer/account facts, so unsupervised front-line service beyond scripted greeting-and-FAQ chat risks hallucinated commitments.",medium,
10,63,2,4.0,"It can research and book lodging or handle digital errands for someone, but everything above roughly level 4 requires physical presence, hands-on personal or medical care, and accountable judgment about a person's wellbeing, which a digital agent cannot provide.",medium,
9,65,2,1.0,"A transcription pipeline only converts audio to text; it takes no part in handling complaints, settling disputes, or negotiating, not even the level-2 apology.",high,
9,73,1,1.8,"The pipeline only converts speech to text; it does not itself maintain files, populate or verify standard forms, or route paperwork, and dictated transcripts still need human correction before they can stand as an official record.",medium,
4,72,2,2.3,"It can answer questions and offer simple observations about what an image shows, but consultation at level 4+ requires integrating organizational context, cost/process constraints and accountable recommendations that a single-image question-answering model has no access to and cannot be trusted to get right unsupervised.",medium,
3,62,0,1.0,"A vision model that outputs object labels has no social interaction capability at all — it cannot even exchange greetings, let alone build or sustain working relationships.",high,
5,59,2,2.0,"It can render information into a simple illustrative visual form, but it does not verify or explain what information means \u2014 outputs carry no accountable interpretation and frequently contain garbled text, invented labels and wrong relational detail, so any explanatory use needs human checking.",medium,
6,71,1,1.3,"The system only answers questions about a supplied passage; it does not observe a learner, diagnose developmental needs, or deliver or adapt instruction, so even the level-2 anchor of showing a coworker how to operate equipment is out of reach beyond passively supplying passage-based answers.",high,
11,67,1,1.0,"The system derives answers to formal problems and has no channel to direct, schedule, or motivate other workers, so it performs no coordination even at the shift-change-handoff level.",high,
6,62,2,1.0,"A passage-question answering system has no persistent counterparty, no social continuity, and no stake in relationships—it cannot even sustain a greeting exchange as a working relationship, let alone build cooperation over time.",high,
12,65,2,1.0,"The system patches code against automated tests and has no counterparty, interpersonal exchange, or stake-balancing role, so it performs no conflict resolution or negotiation even at the level-2 anchor.",high,
11,61,0,1.3,"The system derives solutions to formal problems; it has no role representing an organization to customers, the public, or government, and cannot be accountable for external-facing communication.",high,
8,70,2,1.0,"A translation model has no subordinates, sets no performance standards, and performs no supervisory monitoring — it does nothing for this activity even at level 1.",high,
13,62,1,3.0,"It sustains courteous, rapport-building exchanges and some continuity via stored memory, but lacks the persistent accountability, stake, and conflict-repair capacity needed to genuinely maintain working relationships with clients and colleagues over time (level 4+), let alone win over hostile parties.",medium,
1,65,0,1.0,"A perfect-information game-playing engine has no interlocutor, no communication channel, and no model of human interests or grievances, so it performs none of this activity even at the level of apologizing to a complainant.",high,
5,71,1,1.2,"An image generator cannot assess anyone's developmental needs or interact to instruct; at most it produces visuals that a human trainer might use, falling short even of demonstrating equipment operation to a coworker.",high,
3,64,0,1.0,"An image-labelling model produces object categories, not persuasive communication, so it performs no part of convincing others even at the level of persuading a coworker.",high,
11,64,2,1.2,"The system only derives and justifies formal results; it does no interpersonal persuasion, has no read on another party's motives or objections, and cannot conduct a negotiation or pitch, so it barely reaches the level-1 anchor of talking someone into a small favor.",high,
5,73,1,1.0,"An image synthesis model neither maintains information files nor processes paperwork; it produces pictures and cannot read, file, verify or act on administrative records, so it does nothing for this activity even at level 1.",high,
13,72,0,3.6,"It can deliver fluent, well-informed guidance on generic or well-scoped technical questions, but it cannot independently gather and verify an organization's actual constraints, data, and politics, so consequential recommendations (the level-4 software choice and above) still require a human expert to vet and own them.",medium,
1,64,2,1.0,"A game-playing search agent produces board moves, not communication aimed at changing another person's mind or actions; it performs no persuasion even at the level-1 anchor.",high,
9,65,1,1.0,"Transcription produces text from audio but takes no position, makes no concessions and reaches no agreement, so it does not perform even the level-2 act of apologizing to a complaining customer.",high,
4,59,0,3.0,"It can read and explain straightforward visual content (gauges, charts, diagrams, labels) but hallucinates fine detail and lacks the domain grounding and accountability needed for consequential interpretation like level-4 regulatory or diagnostic analysis.",medium,
12,62,2,1.2,"The agent only reads issues and emits patches; at most it produces polite PR text, but it holds no persistent social context and builds no ongoing cooperative relationship with coworkers or clients.",high,
13,65,2,2.8,"It can apologize, de-escalate and settle routine complaints within pre-set policy limits, but has no standing, authority, or accountability to make binding concessions or broker agreement between two parties with real stakes, so anything past scripted grievance-handling requires human sign-off.",medium,
12,70,0,1.0,"The application patches code autonomously and has no subordinates, no authority to set performance standards, and no capacity to monitor or motivate human staff.",high,
7,68,0,1.5,"It can draft encouraging or motivating messages and describe team-building tactics, but has no standing relationship, presence, or accountability with team members, so it cannot actually build trust or cooperation beyond the simplest scripted encouragement.",high,
13,64,2,4.2,"It can reliably deliver scripted or lightly adaptive pitches and handle routine objections in dialogue, but cannot own the multi-session relationship building, stakeholder negotiation, incentive/pricing authority and long-horizon strategy that level 5-6 persuasion requires, and its unverified claims create misrepresentation risk needing oversight in high-stakes deals.",medium,
12,60,1,3.5,"It reliably produces written artifacts around its own work (commit messages, PR descriptions, issue comments, code review replies) but does not participate in the interactive, multi-party, organizational communication — status reporting on ambiguous situations, escalation, meetings, presentations — that levels 4 and above describe, and its summaries can misstate what the patch actually does without anyone noticing.",medium,
1,67,0,1.0,"A game-playing agent coordinates only its own pieces within fixed rules; it does not interact with or direct human group members, so it performs none of this activity even at level 1.",high,
6,70,2,1.0,"The system only answers questions about supplied text; it has no subordinates, no authority, and no capacity to set standards, monitor performance, or motivate anyone, so it performs none of this activity even at level 1.",high,
10,59,0,4.5,"It can retrieve, translate and explain technical or regulatory information fluently and with citations, but its interpretations still carry unverifiable hallucination and misapplication risk, so consequential readings (e.g. how foreign tax law applies to a specific export) require expert sign-off rather than standing on their own.",medium,
11,60,1,3.5,"It can produce clear written explanations and summaries of its own derivations (notes, technical write-ups), but it has no organizational context, no awareness of who needs what, and cannot be accountable for briefing a supervisor or producing structured presentations of institutional information.",medium,
1,63,1,1.0,"A game-playing search agent provides no personal assistance, emotional support, or care to any person; it only selects moves in a closed rule system.",high,
1,64,1,1.0,"A perfect-information game engine selects moves under fixed rules and never communicates with or attempts to change the mind of any person, so it performs no selling or influencing at all, even at level 1.",high,
13,75,0,1.8,"A dialogue system can log, recall, and report resource details that are stated to it in conversation, but it has no independent access to inventories, accounts, or spending authority, so it cannot verify stock, place orders, or be held accountable for money beyond level-2-style clerical tracking of what someone tells it.",medium,
9,72,0,1.0,"A transcription pipeline only converts audio to text and generates no guidance, recommendations, or expert judgment for others to act on.",high,
1,73,2,1.0,"A board-game agent operates only over fixed game states and has no capacity to handle forms, files, or paperwork of any kind, so it performs nothing of this activity even at level 1.",high,
2,63,1,1.0,"A game-playing agent acting in a simulated environment provides no personal assistance, medical attention, or emotional support to any person, so it does nothing for this activity even at level 1.",high,
4,68,0,1.0,"Answering questions about images involves no interpersonal engagement, so the system cannot even perform the level-1 act of encouraging coworkers, let alone build trust within a team.",high,
3,71,1,1.0,"A trained vision model only outputs object labels for images; it cannot assess another person's developmental needs, demonstrate, instruct, or give feedback, so it performs none of this activity even at the level-2 anchor.",high,
7,70,2,1.5,"A text-only model can draft performance standards, feedback, and motivational messages, but it cannot observe actual subordinate performance, hold delegated authority, or bear accountability for direction given, so it never performs even the level-2 backup-supervisor role unsupervised.",high,
5,65,1,1.0,"An image synthesis model has no channel for interpersonal dialogue, complaint handling, or bargaining, so it performs none of this activity even at the level of apologizing to a customer.",high,
9,66,1,1.2,"The system only converts audio to text; it neither greets, serves, nor responds to people, so it cannot substitute for even a toll-booth attendant's minimal public interaction without a separate dialogue and service layer.",high,
11,67,2,1.0,"The system solves formal reasoning problems and has no role in directing, scheduling, or getting people to work together — it cannot even reliably perform a shift-change information handoff as an accountable actor.",high,
2,71,2,1.2,"The agent only plays the game; it does not assess anyone's developmental needs or deliver instruction, at best serving as a demonstration or sparring opponent from which a human might infer lessons.",high,
12,72,0,2.5,"The system's output is a patch plus at most a technical rationale for it; it does not gather organizational context or take responsibility for recommendations to management, so it falls short of the level-4 anchor of advising a group to adopt a tool for operational gain.",medium,
3,72,2,1.0,"A trained vision model only outputs object labels for images; it does not formulate guidance, recommendations, or expert advice to any audience.",high,
12,71,0,1.3,"The system's defined loop ends at a passing patch with no human in the loop, so it never assesses anyone's developmental needs or delivers instruction; at most its diffs incidentally demonstrate a fix, falling short of even the level-2 anchor of deliberately showing a coworker how to do something.",high,
2,66,2,1.0,"The agent acts on a game environment, not on people; it serves no customers, receives no guests, and has no channel for public-facing interaction even at the toll-booth level.",high,
7,70,1,1.5,"The model can draft coaching language, feedback, and performance-standard text, but with no channel to observe subordinates' actual work, no standing authority, and no accountability for outcomes, it cannot itself direct or monitor real people even as an occasional backup supervisor.",high,
4,60,0,2.3,"It can reliably emit brief, note-level written statements of what an image shows, but it has no organizational context, audience awareness, or accountability to compose and stand behind a substantive report to a supervisor or peers, and its detail errors would go unchecked.",medium,
8,72,2,1.3,"A translation model only re-renders someone else's content in another language; it originates no technical judgment or recommendation of its own, so it barely engages advising beyond passively conveying an expert's words.",high,
1,62,2,1.0,A board-game search agent has no social interaction channel at all\maintain any working relationship; it does nothing for this activity even at level 1.,high,
9,64,1,1.0,"A transcription pipeline only converts audio to text; it forms no persuasive intent or argument and cannot convince anyone of anything, so it does not perform this activity even at level 1.",high,
7,70,0,1.8,"It can draft performance standards, feedback, and motivational messaging, but has no authority, no persistent relationship with subordinates, and no ability to observe or monitor actual performance, so it cannot stand in even for an occasional backup supervisor.",high,
3,61,0,1.0,A vision model outputs object labels and has no capacity to represent the organization or exchange information with external parties in any medium.,high,
