ai_app_id,ability_id,replicate,r,rationale,confidence,error,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens
13,73,2,0.3,"Administrative work centers on filing, form processing and record maintenance, which are document- and system-handling tasks rather than dialogue; conversational AI helps only indirectly, e.g. via voice-driven data entry, dictation, scheduling requests and querying files, and cannot itself execute the paperwork workflows.",medium,,71,220,1477,0
11,70,1,0.08,"Formal derivation of math and science problems does not touch the interpersonal, contextual work of setting standards, coaching, and monitoring people's performance; at most it could help quantify performance metrics, an indirect and peripheral contribution.",high,,80,137,1614,0
5,70,1,0.02,"Image synthesis produces visual artifacts and has no bearing on interpersonal supervision, setting performance standards, or monitoring subordinates, which depend on social judgement and ongoing relational context.",high,,80,91,1489,0
12,64,2,0.1,"Autonomous code-patching operates on codebases and tests, not on persuading people; any support is incidental (e.g., building tools others might use) rather than executing the ability's core social-persuasion sub-tasks.",high,,70,92,1497,0
4,73,2,0.4,"Document-image VQA can read scanned forms, invoices and receipts and answer questions about their fields, which covers a real slice of paperwork processing, but it does not maintain file systems, route or file records, or execute the workflow and record-keeping steps that make up most of the ability.",medium,,71,267,1479,0
5,64,1,0.25,"Persuasion's core tasks are interactive and social—reading a counterpart, tailoring appeals, negotiating in real time—which image synthesis cannot perform; it only supplies persuasive visual assets (ads, product mockups, pitch imagery) that support one peripheral channel of influence.",medium,,70,206,1489,0
6,62,0,0.1,"Reading comprehension over a supplied passage can at most help interpret written messages from colleagues, but relationship-building depends on sustained social presence, trust, reciprocity and interactive judgement that the application does not perform.",high,,78,94,1526,0
12,61,1,0.12,"The application's core loop is issue-to-patch inside a codebase; it produces no external-facing representation of the organization, with only incidental overlap in written artifacts like commit messages or open-source issue replies, and none of the relational or in-person judgement the ability requires.",high,,102,171,1531,0
13,69,2,0.62,"Dialogue systems can execute much of instruction directly — explaining concepts, diagnostic questioning to gauge a learner's level, Socratic tutoring, and drafting lesson plans or curricula in text — but classroom management, physical demonstration, sustained motivational judgement and accountable assessment of real learners remain outside a conversational interface.",medium,,76,335,1477,0
3,67,0,0.03,"Coordinating group work depends on social judgement, negotiation, and task sequencing among people; labelling objects in still images contributes essentially nothing to these core sub-tasks.",high,,65,83,1474,0
9,74,0,0.1,"Speech recognition can only transcribe interviews or recruiting calls, a peripheral clerical aid; the core sub-tasks of evaluating candidates, negotiating offers, and making selection and promotion judgements require social and contextual reasoning the transcription pipeline does not perform.",high,,71,179,1460,0
3,74,0,0.03,"Staffing is a social-judgement and language-driven process (resume evaluation, interviewing, negotiation, promotion decisions); labeling objects in still images touches none of its core sub-tasks beyond trivial incidentals like photo-based ID checks.",high,,71,109,1474,0
9,61,0,0.3,"Transcription captures the receptive half of spoken exchanges (phone calls, meetings with customers) and feeds records or downstream tools, but it produces no outbound messages and handles none of the representational judgement, tone, or relationship management that defines external communication.",medium,,102,208,1460,0
8,70,2,0.1,"Translation only removes a language barrier in communicating instructions; setting standards, monitoring performance and motivating people depend on social judgement and context the model does not supply.",medium,,80,77,1439,0
3,71,0,0.03,"Coaching depends on sustained interpersonal judgement, diagnosing developmental needs and giving tailored feedback; static image labelling contributes almost nothing beyond niche cases like reviewing visual work or technique stills.",high,,83,98,1474,0
8,61,2,0.4,"Translation removes language barriers in written, email and (with speech pipelines) spoken exchanges with external customers, publics and agencies, and can preserve register for representational tone, but it only transposes content others author and does not handle the relationship judgement, persuasion, in-person presence or contextual discretion that make up most of this activity.",medium,,102,321,1439,0
3,71,2,0.02,"Labeling objects in still images does not address diagnosing developmental needs, giving feedback, or mentoring, which rest on interpersonal judgement and dialogue; at most it could annotate visual practice footage as a marginal aid.",high,,83,99,1462,0
12,67,2,0.15,"Autonomous code patching is a solitary technical task; it neither negotiates roles, motivates people, nor synchronizes a group, offering at most indirect help by absorbing work items and producing artifacts (patches, PR descriptions) that others coordinate around.",medium,,65,184,1497,0
4,65,1,0.05,"Conflict resolution and negotiation are social-interactive tasks driven by interests, emotions, and dialogue; answering questions about image content contributes almost nothing beyond marginal cases like reading visual evidence in a dispute.",high,,87,99,1487,0
9,64,2,0.15,"Transcription can capture sales calls for later review or feed downstream analytics, but it performs none of the persuasion, rapport-building, or social judgement that constitute the ability; it only converts audio to text.",high,,70,171,1439,0
9,62,1,0.15,"Transcription can support relationship work only indirectly, by capturing conversations and enabling voice interfaces or records of interactions; the core sub-tasks of building trust, rapport and long-term cooperation depend on social judgement and presence that a speech-to-text pipeline does not perform.",high,,78,118,1460,0
13,70,2,0.4,"Dialogue systems can draft and deliver feedback, coach on framing performance standards, run check-in conversations and summarize progress, which covers the communicative surface of supervision; but the ability's core rests on positional authority, accountability, trust built over time, and monitoring of real work output, none of which a conversational agent holds or observes.",medium,,80,257,1477,0
13,68,0,0.3,"Conversational AI can coach managers, surface team sentiment, mediate or facilitate discussion and draft feedback, but building mutual trust and cooperation depends on embodied social presence, legitimacy and long-term relational judgement that a dialogue system cannot itself supply.",medium,,65,246,1496,0
11,68,2,0.05,"Team building depends on interpersonal trust, social presence, and situational judgement; a formal reasoning engine touches none of these core sub-tasks, offering at most incidental help in structuring a technical group's shared problem work.",high,,65,97,1597,0
8,75,2,0.03,"Rendering text between languages provides no capability for tracking expenditures, allocating resources, or overseeing budgets; at most it makes foreign-language financial documents readable, an indirect and peripheral aid.",high,,66,121,1439,0
12,66,2,0.05,"Autonomous code patching in a repository involves no interpersonal service, live performance, or in-person client interaction; any connection is limited to building software that public-facing staff might use.",high,,86,79,1497,0
11,59,2,0.55,"The system's chain-of-reasoning outputs naturally double as explanations, so it can translate technical results, derivations, and data into intelligible accounts of what they mean and how they can be used — but only in formal/scientific domains, and it lacks audience-specific and organizational judgement about what an interpretation should emphasize for a given listener.",medium,,64,329,1597,0
7,68,1,0.2,"A text-only model can draft team-building plans, coach on framing feedback, and suggest exercises, but the core work of building mutual trust and cooperation depends on sustained interpersonal presence, credibility, and social judgement it cannot exercise.",medium,,65,104,1515,0
4,71,2,0.15,"Coaching depends on sustained relationships, social judgement, and diagnosing developmental needs over time; VQA only contributes narrowly by describing or critiquing visual evidence of a learner's work or technique from an image.",medium,,83,178,1479,0
9,75,1,0.05,"Transcribing speech to text does not address budget tracking, resource allocation or expenditure oversight; at most it captures spoken financial notes or meeting records as an incidental input to such work.",high,,66,137,1460,0
1,66,2,0.02,"Game-playing search agents produce moves in a closed rule system and offer nothing for customer service, hospitality, or live interpersonal performance, which require social judgment and physical presence.",high,,86,84,1510,0
8,73,0,0.2,"Administrative work centers on filing, form processing, and record maintenance, which translation does not execute; it only helps in the narrow case of multilingual documents or correspondence that must be rendered into another language before filing.",medium,,71,170,1431,0
1,61,0,0.02,"A board-game search agent produces moves in a closed formal domain and has no language, social, or representational capability, so it does essentially nothing for external communication tasks.",high,,102,74,1538,0
1,66,0,0.02,"Board-game search agents operate on discrete rule-bound state spaces and offer nothing for interpersonal service, hospitality, or public-facing performance, which depend on social presence and real-time human interaction.",high,,86,90,1538,0
12,73,2,0.25,"The application's core loop (read issue, locate code, patch, pass tests) doesn't touch filing, records upkeep or paperwork directly; it helps only indirectly, by producing scripts or maintaining the systems that automate document handling and record processing.",medium,,71,210,1497,0
5,69,0,0.2,"Image synthesis can produce illustrations, diagrams and visual aids that enrich instructional materials, but it does not assess learners' educational needs, design curricula, or deliver and adapt instruction interactively.",medium,,76,174,1494,0
1,71,2,0.1,"Game engines can diagnose weaknesses in a player's moves and suggest better ones, which aids narrow skill training in that game, but they lack the social judgement, motivational, and interpersonal capacities that coaching and developing people requires.",high,,83,102,1510,0
1,59,1,0.15,"A game-playing agent outputs moves and numeric position evaluations but does not translate or explain what information means for a human audience; any interpretive value is indirect, requiring a human to read the engine's evaluation and articulate it.",high,,64,193,1529,0
2,70,0,0.05,"Game-playing agents optimize their own actions in a simulated environment; they do not set performance standards, coach humans, or exercise the social judgement and interpersonal feedback that supervising subordinates requires. At most, multi-agent coordination is a faint analogue of directing teammates.",high,,80,115,1488,0
9,62,0,0.15,"Transcription only converts audio to text; relationship building depends on rapport, empathy, reciprocity and sustained social judgement, which the pipeline does not perform, though accurate capture of what colleagues say can indirectly aid follow-through and recall.",high,,78,185,1460,0
2,63,2,0.0,"A game-playing agent operating on perceptual input under time pressure has no mechanism for delivering physical care, medical attention, or emotional support to people; the task involves embodied presence and social judgement entirely outside the agent's action space.",high,,82,100,1465,0
11,65,1,0.1,"Conflict resolution hinges on social judgement, emotional read, interpersonal trust and real-time interactive give-and-take; a formal derivation engine offers at most marginal help in structuring options or computing trade-offs (e.g., splitting values, game-theoretic framing).",high,,87,116,1614,0
5,75,1,0.02,"Image synthesis produces pictures and has no bearing on tracking budgets, allocating resources, or overseeing expenditures, which require numerical/financial data handling and managerial judgement.",high,,66,85,1489,0
8,74,1,0.15,"Translation only touches staffing at the margins—rendering job postings, résumés or interview exchanges across languages in multilingual hiring—while the core work of interviewing, evaluating candidates, selecting and promoting rests on social judgement and organizational context the model does not address.",high,,71,196,1445,0
10,60,1,0.55,"Agentic systems can draft, format and actually send written communications through email/chat/ticketing APIs and generate status reports autonomously, covering the written and asynchronous channels well; they cannot handle in-person or telephone exchanges and lack the organizational-relationship judgement about what to escalate to whom.",medium,,90,272,1550,0
1,68,2,0.02,"Game-playing search agents operate on discrete perfect-information state spaces and produce moves; they involve no interpersonal trust-building, motivation, or social judgement, and cannot execute any core sub-task of team development.",high,,65,96,1510,0
2,72,1,0.05,"A game-playing agent outputs in-game actions under time pressure; it produces no domain expertise, explanation, or social/organizational judgement needed to advise management on technical or process topics.",high,,77,115,1483,0
2,67,0,0.2,"Game agents do exhibit emergent team coordination (e.g., multi-agent play with concurrent objectives and role allocation), which is a thin analogue of joint task orchestration, but the ability's core—directing human group members through communication, delegation, and social judgement—is outside what the trained agent produces.",medium,,65,284,1488,0
7,64,0,0.5,"A language model can draft persuasive copy, pitches, counterarguments and tailored messaging, which covers the verbal-content core of persuasion, but actual selling depends on real-time social reading, rapport, negotiation and presence that a text-only model without tools cannot execute.",medium,,70,113,1488,0
4,65,2,0.05,"Conflict resolution and negotiation rest on interpersonal judgement, dialogue, and social context; a model that answers questions about image content contributes almost nothing to these core tasks beyond incidental reading of visual evidence (e.g., damage photos in a claim dispute).",high,,87,113,1479,0
2,75,1,0.2,"Game agents do manage in-game economies (allocating limited resources under time pressure), which is a structural analogue, but the ability as defined concerns overseeing real budgets and monetary spending — requiring accounting context, documentation, accountability and organizational judgement that a game-playing policy trained on pixel/state input does not touch.",medium,,66,305,1483,0
6,69,2,0.35,"Passage-grounded question answering can support instruction indirectly — generating comprehension questions, explaining assigned readings, and drafting materials from source texts — but it does not assess learners' educational needs, design curricula, or handle the interactive, socially judged delivery that constitutes the core of teaching.",medium,,76,195,1524,0
6,60,2,0.35,"Extracting answers from supplied documents helps with the information-gathering and written/email portion of workplace communication (e.g., summarizing a report to answer a colleague's question), but the ability's core is interpersonal transmission by phone, in person, and with social judgement about audience and tone, which passage-based QA does not address.",medium,,90,288,1524,0
7,63,2,0.25,"A text-only model can offer emotional support talk, informational guidance, and scripted reassurance, but the ability's core is physical personal care and embodied medical attention plus in-person relational judgement, which a language model cannot perform.",medium,,82,97,1483,0
8,75,0,0.03,"Translating text between languages provides no capability for tracking expenditures, allocating resources, or overseeing budgets; at most it removes a language barrier to reading foreign-language financial documents, which is incidental to the ability's core quantitative and managerial tasks.",high,,66,140,1431,0
7,59,0,0.85,"Explaining, paraphrasing, and translating what information means is essentially text-in/text-out generation, which a language model executes at near-frontier level; it falls short only where interpretation requires live audience calibration, tacit organizational context, or verified domain data the model lacks.",high,,64,228,1488,0
4,74,1,0.05,"Staffing is a social-judgement and language/records task; answering questions about image content contributes almost nothing beyond marginal uses like reading scanned application documents or video-interview cues, which are not core sub-tasks.",high,,71,161,1487,0
8,71,0,0.1,"Translation only converts text between languages; identifying developmental needs and mentoring depend on sustained relational judgement and feedback, with translation offering at most incidental help in cross-language coaching contexts.",high,,83,88,1431,0
4,65,0,0.05,"Conflict resolution and negotiation are interactive, socially embedded tasks requiring dialogue, trust and judgement; a model that answers questions about image content contributes almost nothing beyond incidental reading of visual evidence (e.g., damage photos in a complaint).",high,,87,112,1494,0
12,68,1,0.03,"Autonomous code-patching involves no interpersonal trust-building, morale, or cooperation facilitation; at most it indirectly frees human time or reduces friction over shared code, which is not a core sub-task of team development.",high,,65,95,1531,0
10,73,1,0.85,"Administrative work decomposes into codifiable digital steps—filing, form processing, data entry, record updates, routing documents—which is exactly what a tool-using, software-operating agent does end to end; limits come from physical paperwork, brittle legacy/permissioned systems, and organizational context the agent must be told.",high,,71,207,1550,0
13,67,2,0.45,"Coordination is largely conducted through dialogue — relaying assignments, clarifying, negotiating handoffs — so a conversational agent can execute much of the communicative layer and scheduling talk, but it cannot hold authority, read multi-party group dynamics, or drive commitment and accountability among real teams.",medium,,65,272,1477,0
7,70,0,0.3,"A text-only model can draft performance standards, feedback language, and coaching scripts, but the core ability rests on ongoing interpersonal authority, real-time monitoring of actual work, and situated social judgement that a model without tools or presence cannot execute.",medium,,80,106,1488,0
2,69,2,0.05,"A game-playing agent optimizes its own actions from perceptual input; it does not diagnose learners' needs, design curricula, or instruct people, and offers at best incidental value as a training simulator or demonstration opponent.",high,,76,95,1465,0
2,75,0,0.3,"Game-playing agents do optimize in-game economies (allocating and spending limited resources under time pressure), which is a structural analog to resource control, but the ability as defined concerns real financial oversight, budgeting and accountability in organizational context, which the agent's perceptual-action loop in a game environment does not address.",medium,,66,307,1488,0
3,69,0,0.05,"Image recognition labels visual content and does not address diagnosing learners' educational needs, designing curricula, or delivering instruction; at most it could tag visual materials used in training content.",high,,76,83,1474,0
2,66,0,0.02,"A game-playing agent acts on perceptual input under time pressure in a simulated environment; it offers no capability for face-to-face customer service, hospitality, or performing before people, which require social judgement and physical/interpersonal presence.",high,,86,127,1488,0
1,61,1,0.02,"A board-game agent produces moves in a closed, fixed-rule state space and has no language generation, audience modeling, or representational/social judgement needed to exchange information with customers, the public, or government.",high,,102,119,1529,0
4,62,1,0.05,"Building and sustaining cooperative working relationships depends on sustained social presence, trust, reciprocity and emotional attunement over time; answering questions about images touches this only incidentally (e.g., reading facial expressions in a photo) and cannot perform the relational sub-tasks.",high,,78,115,1487,0
5,71,1,0.1,"Coaching depends on ongoing interpersonal assessment, feedback and social judgement; image generation offers at most incidental help by producing visual training or illustrative materials, not diagnosing developmental needs or mentoring.",high,,83,96,1489,0
8,64,0,0.15,"Translation only converts language across tongues; it removes a language barrier that can enable persuasive messaging to reach new audiences, but it does not itself construct arguments, read social cues, or adapt appeals to a listener's motives.",medium,,70,99,1431,0
8,69,2,0.25,"A translation model can localize instructional materials and bridge language barriers between instructor and learners, but it does not diagnose educational needs, design curricula, or deliver and adapt instruction, which are the ability's core tasks.",medium,,76,175,1439,0
5,60,1,0.2,"Workplace communication is fundamentally about conveying information interpersonally via speech, writing, or email; image synthesis only adds supporting visuals (diagrams, slide art) and cannot handle dialogue, tone, or context-sensitive exchange.",medium,,90,189,1489,0
8,71,1,0.05,"Translation only converts text between languages; it cannot diagnose developmental needs or provide mentoring, though it marginally enables instructional material to cross language barriers.",high,,83,76,1445,0
1,63,0,0.02,"A board-game search agent operates on discrete rule-bound state spaces and offers no capability for physical assistance, medical care, or empathetic interpersonal support, which are the core of this ability.",high,,82,115,1538,0
5,60,2,0.25,"Image generation can produce diagrams, mockups or visuals that aid conveying information to colleagues, but the ability's core is interpersonal, verbal and written exchange, which the model does not perform.",medium,,90,88,1482,0
4,62,2,0.1,"Relationship-building depends on sustained social judgment, reciprocity and presence, none of which a model answering questions about static images provides; at most it offers marginal help reading visual social cues like facial expressions or setting.",high,,78,140,1479,0
13,67,1,0.45,"Conversational AI handles the communicative substrate of coordination—relaying and clarifying instructions, checking status, drafting assignments, summarizing and facilitating meetings—but actual coordination hinges on authority, real-time group dynamics, negotiating conflicting interests, and often physical co-presence, which dialogue alone does not deliver.",medium,,65,335,1503,0
12,65,2,0.05,"Autonomous code-patching operates on issues and test suites, not on interpersonal disputes; it involves no reading of human interests, emotions, or bargaining dynamics, and offers at most incidental help by resolving technical complaints logged as issues.",high,,87,104,1497,0
8,62,0,0.15,"Translation only removes a language barrier that can facilitate cross-lingual working relationships; the core relational work of building trust, rapport, and sustained cooperation depends on social judgement and presence the model does not supply.",medium,,78,159,1431,0
13,68,1,0.3,"Conversational AI can coach a leader, draft team communications, run check-ins and surface friction through dialogue, but building actual mutual trust and cooperation among human team members depends on sustained interpersonal presence, credibility and stakes the system cannot hold; it supports the talk around team building rather than the relational work itself.",medium,,65,281,1503,0
13,73,0,0.35,"A dialogue system can capture and log information, take dictation, answer routine queries, and trigger scheduling or form-filling through voice/chat interfaces, but the core of administrative work — maintaining file systems, processing and routing paperwork, and data entry across document and software systems — is document- and workflow-based rather than conversational, so support is partial and mostly at the intake layer.",medium,,71,258,1496,0
13,70,1,0.45,"Dialogue is the primary channel through which guidance, feedback, and motivation are delivered, so a conversational system can draft and rehearse coaching talks, clarify expectations, and answer subordinates' questions; but actual direction-setting depends on organizational authority, accountability, and performance monitoring data that the conversation itself does not supply.",medium,,80,272,1503,0
11,73,0,0.1,"Filing, records maintenance and paperwork processing are routine clerical operations requiring document handling and organizational systems, not multi-step derivation; the reasoning engine offers at most incidental help with occasional calculations or checking form logic.",high,,71,145,1597,0
9,74,1,0.15,"Transcription can capture interview audio and free recruiters from note-taking, but the ability's core work — evaluating candidates, judging fit, negotiating offers, and making hire/promote decisions — is social and evaluative, which the acoustic/language pipeline does not perform.",medium,,71,188,1460,0
12,60,0,0.25,"The application is defined as resolving issues autonomously without human intervention, so it does not perform the interpersonal exchange (phone, in-person, ongoing team dialogue) at the core of this ability; it only indirectly supports it by generating written artifacts such as patch explanations, commit messages, or issue replies that convey technical information to colleagues.",medium,,90,273,1547,0
2,72,2,0.03,"A game-playing agent produces low-level control actions under time pressure, not domain expertise communicated as guidance to management; consultation depends on organizational context, explanation, and social judgement the agent neither represents nor outputs.",high,,77,133,1465,0
8,70,1,0.1,"Translation only converts text between languages; supervising, setting standards and motivating people depends on social judgement, authority and ongoing relational context, with at most incidental help in communicating instructions across language barriers in multilingual teams.",high,,80,95,1445,0
6,71,0,0.15,"Coaching depends on observing a person's performance over time, interpersonal judgement and tailored feedback delivery; a passage-based question-answering system only helps indirectly, e.g. extracting points from written performance notes or training documents.",medium,,83,192,1526,0
1,69,2,0.15,"A game-playing agent with search can serve as a training partner or provide move-quality feedback within one narrow domain, but it cannot assess learners' educational needs, design curricula, or explain and adapt instruction, which are the ability's core tasks.",high,,76,197,1510,0
7,75,1,0.25,"Core sub-tasks require tracking actual expenditures against budgets in live financial systems, plus authority to approve or cut spending; a tool-less text model can only draft budget narratives, explain cost-control reasoning, or summarize figures supplied in the prompt, and it is unreliable on arithmetic and unable to verify real data.",medium,,66,245,1515,0
11,69,1,0.35,"Derivation-focused reasoning can supply worked solutions, problem sets and step-by-step explanations that support STEM instruction, but the ability's core—diagnosing learners' educational needs, designing programs, and delivering interactive instruction with social judgement—is largely outside what a formal problem-solver does.",medium,,76,271,1614,0
6,75,2,0.25,"Reading comprehension can extract figures, terms and obligations from budget or contract documents, which aids the information-gathering side of resource oversight, but the ability's core work is numerical tracking, allocation decisions and accountable spending control, which passage-level QA does not execute.",medium,,66,201,1524,0
12,62,0,0.05,"Autonomous code-patching operates on issues and repositories with no human counterpart; building and sustaining cooperative working relationships depends on social judgement, trust and ongoing personal interaction that the application neither performs nor assists.",high,,78,135,1547,0
4,67,0,0.05,"Coordinating group work depends on social judgement, negotiation, scheduling and authority over people — none of which a model answering questions about image content supplies; at most it could describe a whiteboard, gantt chart or worksite photo as marginal input to a coordinator.",high,,65,162,1494,0
13,69,1,0.6,"Conversational AI directly executes the instructional core—explaining concepts, Socratic questioning, adapting to a learner's responses, and drafting lesson plans or training materials—but it cannot assess learners' needs beyond what is said, manage a live classroom, or handle the physical demonstration and institutional judgement parts of formal program development.",medium,,76,282,1503,0
6,63,0,0.1,"Assisting and caring for others is dominated by physical presence, hands-on care, and real-time social/emotional judgement; a passage-based question-answering system contributes only marginally by extracting relevant information from care instructions or records.",high,,82,96,1526,0
6,64,0,0.2,"Persuasion is largely interactive and social — reading needs, building rapport, closing — which a passage-based QA system does not perform; it only indirectly helps by extracting evidence and objections from supplied documents to inform an argument.",medium,,70,157,1526,0
13,63,2,0.4,"Conversational AI can deliver the verbal components of care—emotional support, reassurance, triage questioning, instruction and follow-up—but personal assistance and medical attention are largely physical, embodied tasks requiring presence and touch, and the system cannot read non-verbal cues or bear clinical responsibility.",medium,,82,216,1477,0
11,63,1,0.05,"Assisting and caring for others centers on physical presence, emotional attunement, and interpersonal judgement; a formal reasoning engine contributes almost nothing beyond incidental help with technical calculations (e.g., dosage or diagnostic logic) in care contexts.",high,,82,112,1614,0
8,72,0,0.15,"A translation model only converts language; it does not diagnose problems, weigh options, or generate domain expertise, so it aids consultation merely by enabling cross-language delivery of advice already formulated by a human.",medium,,77,155,1431,0
6,66,1,0.15,"Reading comprehension over a supplied passage can support public-facing work only indirectly, e.g. by answering customer questions from a policy or menu document, but the ability's core is live interpersonal presence, service delivery and social judgement that text QA does not execute.",medium,,86,107,1544,0
10,62,2,0.15,"Agentic systems can handle peripheral logistics of relationship upkeep (scheduling follow-ups, drafting and sending correspondence, tracking contact history in CRM software), but the core work of building trust, reading social cues, and sustaining reciprocal cooperation depends on human presence and social judgement the agent cannot substitute for.",high,,78,213,1533,0
5,62,0,0.05,"Image generation produces visual artifacts and has essentially no bearing on the sustained social judgement, trust-building and reciprocal interaction that constitute working relationships; at most it supplies shared visual content that could incidentally aid rapport.",high,,78,101,1494,0
10,69,0,0.5,"The agentic loop can autonomously build training programs, generate and assemble materials, run code demos, administer and grade assessments, and deliver interactive digital tutoring, but identifying learners' educational needs and instructing them live depend on social reading, rapport and often physical presence that the digital-only scaffolding cannot execute.",medium,,76,298,1562,0
8,66,0,0.25,"A text translation model only indirectly aids public-facing service by bridging language gaps in customer interactions; the ability's core—physical presence, real-time social judgement, hospitality and performance—lies outside what the model executes.",medium,,86,170,1431,0
2,68,1,0.1,"Game-playing agents coordinate concurrent objectives and can even play alongside human teammates, but building mutual trust, respect and cooperation among people requires interpersonal reading, motivation and social judgement that a game-acting policy does not deliver.",high,,65,228,1483,0
3,67,2,0.05,"Labeling objects in still images provides essentially nothing for the social, interpersonal task of getting a group to work together; at most it feeds visual status data into some monitoring workflow.",high,,65,83,1462,0
8,72,2,0.2,"A translation model only converts advisory content across languages; it does not diagnose problems, generate domain expertise, or manage the stakeholder judgement that consultation requires, offering just indirect help in multilingual advisory settings.",medium,,77,172,1439,0
7,64,2,0.6,"A language model can draft persuasive copy, tailor arguments to an audience, handle objections in text, and studies show LLM-generated arguments shift opinions effectively; but selling also depends on real-time rapport, reading nonverbal cues, trust and physical presence that a text-only model cannot supply.",medium,,70,299,1483,0
10,70,1,0.25,"Agentic systems can automate the codifiable periphery of supervision — pulling performance data, building monitoring dashboards, drafting standards, review summaries and task assignments — but the core acts of motivating, coaching and exercising authority over human subordinates depend on social presence, relational trust and accountability the agent cannot hold.",medium,,80,282,1550,0
6,64,2,0.25,"Extracting and combining evidence from a supplied text can help a seller digest client briefs, RFPs, or objection histories, but the core of persuasion—reading social cues, building rapport, timing an appeal, and adapting live—lies outside what a passage-based question-answering system does.",medium,,70,268,1524,0
9,67,1,0.15,"Transcription can capture meetings and verbal instructions, indirectly aiding documentation of assignments, but the core of coordination — negotiating roles, motivating people, resolving conflicts and sequencing group work — requires social judgement the acoustic/language pipeline does not perform.",medium,,65,176,1460,0
3,67,1,0.03,"Labeling objects in still images provides no support for the interpersonal, organizational and social-judgement tasks of getting a group to work together; at most it could feed incidental situational data into a workflow.",high,,65,119,1486,0
5,70,0,0.02,"Image generation produces visual artifacts and offers nothing for setting performance standards, monitoring subordinates, or interpersonal motivation, which depend on social judgement and ongoing relational context; at most it could supply illustrative visuals for a motivational presentation.",high,,80,111,1494,0
9,64,1,0.12,"Transcription only converts audio to text; persuasion depends on social judgement, rapport and argument construction that the acoustic/language pipeline does not perform, offering at most indirect support via records of sales conversations.",high,,70,172,1460,0
8,69,0,0.2,"A translation model can localize training materials and bridge language gaps in instruction delivery, but it does not diagnose learners' educational needs, design curricula, or adapt explanations and pacing to students, which are the ability's core sub-tasks.",medium,,76,228,1431,0
11,74,1,0.05,"Staffing depends on social judgement, interpersonal assessment, and organizational context; a formal multi-step derivation engine contributes almost nothing beyond incidental quantitative reasoning about candidate data or headcount planning.",high,,71,98,1614,0
