ai_app_id,ability_id,replicate,r,rationale,confidence,error,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens
13,20,2,0.3,"A conversational system can hold a task thread across turns, filter irrelevant input (including noisy speech), and prompt a user back on topic, which indirectly substitutes for sustained vigilance; but the ability's core is human-internal concentration over time on non-dialogue tasks, which the application neither monitors nor performs.",medium,,59,316,1477,0
13,8,0,1.0,"Conversational systems apply general rules and knowledge to specific user queries to produce sensible answers as their central function, and this pair is directly anchored at 1.00 in the calibration set.",high,,64,85,1496,0
13,22,2,0.0,Arm-hand steadiness is a fine motor stabilization ability requiring physical effectors; a dialogue system has no actuators and its outputs (speech/text) cannot substitute for or assist steady limb positioning.,high,,77,96,1477,0
13,49,1,0.4,"Deployed speech-recognition front ends must isolate a target speaker under noise, using beamforming, denoising and diarization, so the ability's core selective-listening function is partially executed; but robust cocktail-party separation and tracking one voice among competing overlapping speakers remains a known failure mode, and the wider conversational stack adds little beyond the ASR component.",medium,,64,271,1503,0
13,51,2,0.8,"Deployed conversational systems include ASR plus semantic interpretation of intent, directly executing the core sub-tasks of identifying and understanding spoken input, though they still degrade with heavy accents, noise, and overlapping speakers.",high,,54,103,1477,0
13,14,2,0.75,"Conversational systems maintain dialogue state and recall words, numbers, and procedural steps on demand, substituting for much of a person's need to hold and retrieve information, though visual/pictorial recall is only weakly covered.",high,,59,164,0,1477
13,45,1,0.0,Conversational systems operate on speech and text; color matching and shade discrimination are perceptual visual judgements the application neither senses nor performs.,high,,63,72,0,1503
13,18,1,0.1,"Conversational systems can verbally relay directions or describe surroundings, but knowing one's own position relative to the environment requires egocentric perception and spatial modeling that dialogue does not provide.",high,,65,86,0,1503
13,24,0,0.0,"Conversational dialogue systems produce and process language, with no motor actuation or fine manipulation capability, so they contribute nothing to coordinated finger movements on small objects.",high,,83,80,1496,0
13,23,0,0.0,"Conversational systems produce and interpret language only; they have no effector or physical embodiment to grasp, move, or assemble objects, matching the zero scores for other motor abilities like finger dexterity.",high,,82,86,0,1496
13,6,1,0.6,"A conversational system can generate and riff on unusual ideas, brainstorm alternatives, and reframe problems in dialogue, which covers much of ideation; but genuine novelty, taste in selecting the clever idea, and situated problem framing remain weaker, and output tends toward conventional recombination.",medium,,74,122,1503,0
13,6,0,0.55,"A dialogue system can act as a brainstorming partner, generating and recombining unusual ideas and framings on demand, which covers much of idea generation; but genuinely novel, context-grounded creative breakthroughs and judging which ideas are clever for a specific situation remain weakly supported.",medium,,74,210,1496,0
13,15,2,0.35,"Conversational systems do rapidly integrate fragmentary, disfluent or ambiguous utterances into coherent interpretations, which touches the 'combine and organize into meaningful patterns' core, but Speed of Closure as defined is largely a perceptual gestalt ability over incomplete (typically visual) displays, a modality outside a dialogue system's remit.",medium,,66,378,0,1477
13,27,1,0.02,Response Orientation is a psychomotor speed-of-choice-movement ability tied to physical signal-response mapping; a dialogue system produces no motor responses and does not aid the speed or correctness of selecting between physical movements.,high,,75,100,0,1503
13,43,1,0.0,Peripheral vision is a physiological visual-field capability requiring embodied sensing; a dialogue system handling speech and text provides no visual field detection or lateral motion awareness.,high,,69,85,1503,0
13,30,1,0.0,Wrist-finger speed is a purely psychomotor ability requiring physical actuation; a conversational dialogue system produces speech or text and has no bearing on rapid repeated hand movements.,high,,72,89,0,1503
13,57,0,0.7,"Teaching how to do something is largely delivered through explanation, questioning, and adaptive feedback in dialogue, which a conversational system can execute well; it falls short on physical demonstration, hands-on skill correction, and sustained learner management.",medium,,45,252,0,1496
13,53,2,0.6,"The application's definition explicitly includes inferring intent and state of mind from dialogue, so it directly performs the linguistic core of reading others' reactions, but it misses nonverbal, embodied and relational-history cues that much social perceptiveness depends on, and it can misread subtext or sincerity confidently.",medium,,61,254,1477,0
13,48,0,0.2,"Conversational systems include speech capture and recognition, which requires some acoustic discrimination, but the ability's core is psychoacoustic detection of pitch and loudness differences in arbitrary sounds rather than parsing speech content, so support is indirect and partial.",medium,,69,260,1496,0
13,34,1,0.0,"Explosive Strength is a purely physical, whole-body power ability; a dialogue system provides no force generation or motor execution and cannot perform any of its core tasks.",high,,79,78,1503,0
13,49,2,0.45,"Deployed spoken conversational systems include ASR front-ends with noise suppression, beamforming, wake-word targeting and speaker diarization, which perform the core selective-listening function of isolating one voice among competing sounds; but the application is oriented to understanding dialogue rather than general sustained monitoring of a chosen sound source, and it degrades in cocktail-party and multi-speaker overlap conditions.",medium,,64,293,1477,0
13,18,0,0.05,"Spatial orientation requires egocentric self-localization from perceptual and vestibular cues; a dialogue system has no embodied sensing and can at best relay verbal directions, which does not perform the ability's core task.",high,,65,93,1496,0
13,47,0,0.0,Glare sensitivity is a low-level visual perception ability tied to the human eye's handling of bright light; a dialogue system involving speech/text has no bearing on visual perception under glare.,high,,61,87,0,1496
13,52,2,0.72,"Speech synthesis in a deployed conversational system directly produces clearly articulated, intelligible spoken output, which is the core of this ability, though prosody, volume adaptation to noisy settings, and listener-specific repair remain weaker than human speakers.",high,,54,235,0,1477
13,55,1,0.6,"Dialogue systems directly execute much of persuasion's core loop—eliciting a counterpart's position, tailoring arguments, and rebutting objections in real time—but persuasion also rests on credibility, relationship history, stakes and embodied social signals the deployed system cannot supply, so it supports rather than fully performs the skill.",medium,,51,314,1503,0
13,19,0,0.1,"Visualization requires mental spatial transformation of objects, a perceptual-imagery task with no linguistic input/output; a dialogue system can at best verbally describe or discuss a rearrangement, offering only incidental support.",high,,62,177,0,1496
13,52,0,0.7,"Speech synthesis, explicitly included in the deployed spoken system, directly performs the core task of producing intelligible, well-articulated speech, though prosodic adaptation to noisy settings or confused listeners remains weaker than skilled human speakers.",medium,,54,292,1496,0
13,4,0,0.8,"A conversational system's core output is generating clear, contextually appropriate text, so it directly executes most written-expression sub-tasks (drafting, explaining, adapting tone), though it depends on human-supplied context and can fail on accuracy and long-form document structure.",high,,57,110,1496,0
13,31,0,0.0,"Conversational dialogue systems operate on speech and text; they involve no motor control or physical actuation of limbs, so they contribute nothing to the core tasks of rapid arm and leg movement.",high,,56,89,1496,0
13,37,1,0.0,"Extent Flexibility is a purely physical whole-body/limb capability; a dialogue system has no motor output and cannot bend, stretch, or reach, matching the zero scores given for other physical abilities.",high,,69,93,1503,0
13,4,2,0.75,"Conversational systems produce fluent, context-tracking written text and can draft, revise, and tailor messages to an audience, covering most core sub-tasks of written communication, though sustained long-form authorship with deep situational grounding still needs human direction.",high,,57,105,0,1477
13,56,2,0.55,"Negotiation is conducted mainly through dialogue, so a system that tracks positions, infers intent and frames responses can support core sub-tasks like probing interests, proposing trade-offs and drafting concessions; but real negotiation hinges on stakes, authority, trust, relationship history and reading non-verbal cues that a conversational system does not carry.",medium,,53,291,1477,0
13,29,1,0.03,"Reaction Time is a psychomotor ability requiring rapid hand/foot motor responses to sensory signals; a conversational dialogue system produces language, not timed motor actions, and its latency profile is irrelevant to the human's motor response.",high,,75,171,1503,0
13,7,2,0.5,"A conversational system can surface problems that are expressible in dialogue — probing with clarifying questions, spotting inconsistencies or distress in what a user says, and flagging likely trouble in reported situations — but much problem sensitivity relies on monitoring non-verbal, environmental or instrument cues that lie outside a dialogue channel.",medium,,78,295,0,1477
13,49,0,0.4,"Deployed spoken conversational systems must isolate the target speaker's voice from background noise and competing talkers via noise-robust ASR, beamforming and diarization, so they substitute for part of this ability; but selective auditory focus on arbitrary non-speech sources and in adverse acoustic conditions is a perceptual task only incidentally covered by dialogue systems, whose core is intent tracking and response.",medium,,64,327,1496,0
13,47,2,0.0,Glare sensitivity is a low-level visual perceptual capacity tied to the human eye; a dialogue system involving speech/text offers no support for seeing under bright light.,high,,61,80,1477,0
13,25,2,0.0,Control Precision is a fine psychomotor skill requiring physical manipulation of machine controls; a dialogue system provides no motor output and does not touch this ability's core tasks.,high,,71,82,1477,0
13,5,2,0.72,"Conversational systems are strong at rapid ideation-on-demand: prompted in dialogue, they generate long lists of options and alternatives on a topic, which is precisely the quantity-focused core of this ability, though the ability itself is broader than dialogue and includes non-verbal/domain-embedded idea generation.",medium,,81,127,0,1477
13,14,1,0.75,"A conversational system must retain and recall prior turns, facts, names, numbers, and procedures across a dialogue, and can store and reproduce such information reliably, substituting for much of the human recall load in verbal exchanges; it falls short of full coverage for non-verbal or long-horizon recall.",high,,59,149,0,1503
13,36,1,0.0,"Stamina is purely cardiorespiratory physical endurance; a dialogue system has no bearing on sustained physical exertion, matching the zero scores for other physical abilities.",high,,61,84,0,1503
13,33,1,0.0,"Muscular endurance is a purely physical bodily capacity; a dialogue system provides no force exertion or physical assistance, matching the zero scores for other strength abilities.",high,,77,82,1503,0
13,51,0,0.85,"Automatic speech recognition is an explicit component of the deployed conversational system, and identifying/transcribing another person's speech is precisely what ASR executes at near-human level; residual gaps are heavy accents, noisy multi-speaker environments, and disfluent speech.",high,,54,216,0,1496
13,41,0,0.03,"Conversational systems operate on speech and text; they perform no close-range visual detail perception, so they cannot substitute for or augment reading fine detail at close range (a text interface still requires the human's own near vision).",high,,56,156,1496,0
13,47,1,0.0,Glare sensitivity is a low-level visual perception ability tied to the human eye under bright light; a conversational dialogue system involves no visual perception and offers no substitute or support for it.,high,,61,84,1503,0
13,3,2,0.75,"Conversational systems with speech synthesis directly produce spoken explanations, phrasing, and turn-level adaptation to a listener, covering most core sub-tasks of oral expression, though embodied delivery cues and situated audience judgement remain partial.",high,,59,106,1477,0
13,24,1,0.0,"Conversational dialogue systems produce and interpret language; they have no actuators or fine motor control, so they cannot contribute to precisely coordinated finger movements on small objects.",high,,83,79,1503,0
13,36,0,0.0,Stamina is purely cardiorespiratory physical endurance; a dialogue system offers no support for exerting oneself physically over long periods.,high,,61,70,1496,0
13,5,1,0.72,"A deployed conversational system can be prompted to enumerate large numbers of ideas on any topic and iterate on them in dialogue, which is precisely the quantity-focused core of this ability; it is slightly less central than the comprehension/expression pairs since idea generation is an output of the underlying model rather than of turn-tracking per se.",medium,,81,265,0,1503
13,28,0,0.0,Rate control is a continuous sensorimotor timing ability requiring physical actuation and real-time motion tracking; a dialogue system has no motor output or motion perception channel to support it.,high,,77,82,1496,0
13,31,2,0.0,"Conversational dialogue systems produce and interpret language; they involve no motor control or physical actuation, so they contribute nothing to speed of arm and leg movement.",high,,56,79,1477,0
13,21,2,0.25,"A dialogue system can hold multiple conversational threads and interleave incoming information while responding, which touches attention-switching indirectly, but Time Sharing is fundamentally about a person alternating among distinct activities and monitored channels — something a single conversational interface neither performs nor substantially offloads.",medium,,59,253,0,1477
13,58,2,0.62,"Conversational AI directly performs the core loop of service orientation in dialogue settings — eliciting needs, inferring intent, and proposing helpful responses — but proactive, physically embodied, or relationship-embedded forms of helping fall outside a text/speech exchange.",medium,,49,247,1477,0
13,48,1,0.3,"Spoken conversational systems include speech recognition, which requires transducing and discriminating acoustic input, giving indirect support; but the core of hearing sensitivity — detecting fine pitch and loudness differences in arbitrary sounds — is peripheral to dialogue systems tuned to lexical content.",medium,,69,273,0,1503
13,32,0,0.0,"Static strength is purely physical force exertion; a dialogue system has no actuators and cannot lift, push, or carry anything, offering at most incidental verbal coaching.",high,,64,81,1496,0
13,33,0,0.0,"Conversational dialogue involves no physical force exertion; the application provides nothing for muscular endurance tasks, matching the zero scores given to other strength abilities.",high,,77,79,0,1496
13,33,2,0.0,"Conversational dialogue systems produce and interpret language; they exert no physical force and cannot substitute for sustained muscular exertion, matching the zero scores given to other physical abilities.",high,,77,86,1477,0
13,18,2,0.1,"A conversational system has no perceptual grounding in physical space; it can at best relay verbal directions or landmark descriptions if given location data, which is indirect and peripheral to knowing one's own position relative to surroundings.",high,,65,96,1477,0
13,44,2,0.0,Depth perception is a spatial-visual judgment requiring stereoscopic or monocular depth cues; a conversational dialogue system handles language and speech and provides no distance estimation.,high,,63,86,1477,0
13,57,1,0.7,"Teaching how to do something is largely delivered through explanation, question-answering, and adaptive dialogue that checks and corrects understanding 
tasks a conversational system executes well; it falls short on physical demonstration, hands-on skill coaching, and reading a learner's nonverbal cues or group dynamics.",medium,,45,298,0,1503
13,54,1,0.45,"Much coordination is transacted through dialogue u2014 clarifying intent, negotiating turns, confirming handoffs u2014 which a conversational system can track and mediate, but the ability's core is adjusting one's own ongoing actions to others' in real time and often physically, which the system does not perform.",medium,,51,308,1503,0
13,21,1,0.3,"A conversational system can hold several dialogue threads and information sources in context and switch between them, which offloads some multi-stream tracking, but Time Sharing is chiefly an attentional-control ability spanning tasks and modalities beyond dialogue, so support is indirect.",medium,,59,238,1503,0
13,24,2,0.0,"Conversational AI operates purely on language input/output and has no actuators or manipulation capability, so it cannot perform or assist the fine motor grasping and assembly tasks that define finger dexterity.",high,,83,90,1477,0
13,7,0,0.5,"A conversational system can surface problems that are expressible in dialogue 
noticing inconsistencies, escalating distress, probing with clarifying questions, and flagging anomalies in what a user reports 
but it cannot monitor physical, sensory or environmental cues that much problem detection relies on, and it fails silently when the trouble is never verbalized.",medium,,78,353,0,1496
13,14,0,0.45,"Dialogue systems inherently store and retrieve what was said, and can hold and recall facts, numbers, and procedural steps on request, substituting for a person's need to memorize; but retention is bounded by context/session persistence and the ability's non-verbal components (pictures, motor procedures) fall outside a conversational interface.",medium,,59,336,1496,0
13,43,0,0.0,Conversational systems process speech and text; peripheral vision is a purely visual-field perceptual capacity with no dialogue component the application could execute or support.,high,,69,75,1496,0
13,12,2,0.45,"A conversational system can be queried about which formula or method fits a problem and can walk through the selection verbally, so it supports the ability's articulable, explanatory sub-tasks; but method selection itself is a reasoning/computation competence only incidentally exercised through dialogue, and the system's dialogue-tracking strengths add little to the mathematical core.",medium,,66,368,0,1477
13,17,2,0.15,"Perceptual speed is rapid visual/symbolic comparison of sets of letters, numbers or patterns, which a dialogue system is not built to perform; only incidental overlap arises when a user asks a conversational agent to spot differences in short text or number strings, and the modality and speed demands are outside its core function.",medium,,81,208,1477,0
13,11,0,0.55,"Conversational systems can readily propose, apply and switch among alternative grouping schemes when the objects and criteria are expressible in language, but the ability's core also involves flexibly re-sorting non-verbal or task-embedded materials, which dialogue only indirectly touches.",medium,,65,235,1496,0
13,48,2,0.25,"Conversational systems ingest audio via ASR, so they touch the auditory channel, but their processing targets linguistic content rather than the low-level discrimination of pitch and loudness differences that defines this ability; support is incidental and partial.",medium,,69,220,1477,0
13,50,2,0.03,"Conversational systems process speech content, not spatial acoustics; even with microphone arrays, direction-of-arrival estimation is a signal-processing add-on rather than a core function of dialogue, and the system's outputs do nothing to help a person judge where a sound came from.",high,,54,113,1477,0
13,10,1,0.6,"Dialogue systems must sequence discourse and can generate rule-governed orderings (steps, lists, sorted items) on request, giving real support on many symbolic-sequencing subtasks, though strict rule-based arrangement is incidental rather than core to conversation and degrades on long or precise sequences.",medium,,87,300,1503,0
13,12,1,0.25,"Conversation systems can surface and explain mathematical methods verbally when asked, but selecting and applying the right formulas is not a core function of dialogue tracking, intent inference, or response generation; support is indirect and depends on an underlying reasoning engine rather than the conversational capability itself.",medium,,66,280,0,1503
13,26,1,0.0,"Conversational systems operate purely in the linguistic/auditory domain and provide no motor control or coordination of limbs, matching the zero scores for other physical abilities.",high,,78,76,0,1503
13,45,2,0.02,"Conversational systems operate on speech and text; color matching requires visual perception of shades and brightness, which the application does not perform, offering at best verbal description of colors named by a user.",high,,63,82,1477,0
13,44,1,0.0,"Depth perception is a visual-spatial judgment requiring stereoscopic/3D scene input, which a spoken or written dialogue system neither takes in nor acts upon.",high,,63,83,0,1503
13,11,2,0.65,"A dialogue system can be prompted to propose, revise, and apply multiple alternative groupings or rule sets in language, covering much of this ability's core generative work, though it is a text-mediated byproduct of conversation rather than the system's target function and it can miss domain-specific or perceptual grouping criteria.",medium,,65,300,1477,0
13,9,0,0.75,"Conversational systems must synthesize scattered dialogue turns into inferred intent, user state, and general conclusions, and LLM-based dialogue does pattern-finding and hypothesis formation well in text, though it can hallucinate spurious generalizations and lacks grounding in non-linguistic evidence.",high,,79,126,0,1496
13,16,0,0.05,Flexibility of closure is a visual-perceptual ability (finding embedded figures amid distracting material); a dialogue system's language tracking offers at best a metaphorical analogue and no support for the visual detection task.,high,,66,96,1496,0
13,26,0,0.0,"Conversational AI operates on speech and text, providing no motor control or physical actuation, so it cannot perform or assist the coordinated limb movements this ability comprises.",high,,78,80,1496,0
13,58,0,0.65,"Service orientation in most work settings is enacted through dialogue \u2014 eliciting needs, offering options, resolving complaints \u2014 and a conversational system can track intent, infer state of mind, and proactively suggest help across those exchanges; it falls short on genuine empathic judgement, in-person cues, and any physical or discretionary act of assistance.",medium,,49,323,0,1496
13,38,2,0.0,"Dynamic Flexibility is a purely physical whole-body motor ability; a dialogue system has no bodily actuation and cannot perform or substitute for repeated bending, twisting, or reaching.",high,,80,88,1477,0
13,8,2,0.72,"Sustaining dialogue requires applying general rules and knowledge to a user's specific situation to produce sensible answers, so conversational systems execute much of this ability's core work in text/speech form, though they remain unreliable on strict multi-step logical entailment.",medium,,64,222,1477,0
13,40,2,0.0,Balance is a vestibular-motor physical ability requiring bodily control; a dialogue system provides no sensing or actuation relevant to keeping upright.,high,,68,77,0,1477
13,16,2,0.1,"Flexibility of closure is fundamentally a perceptual (largely visual) task of spotting an embedded pattern amid distracting material, which a dialogue system does not perform; only a faint analogue exists in picking a relevant thread out of noisy or rambling speech.",high,,66,204,0,1477
13,27,2,0.0,Response Orientation is a psychomotor choice-reaction ability requiring rapid physical movement selection to sensory signals; a dialogue system provides no motor execution or perceptual-motor speed support.,high,,75,90,1477,0
13,17,1,0.15,"Perceptual speed centers on rapid visual comparison of symbols, patterns, and images, which a dialogue system does not perform; only marginal overlap exists in fast recognition of spoken or written tokens during turn-taking.",medium,,81,222,1503,0
13,16,1,0.1,"Flexibility of closure is fundamentally a perceptual pattern-detection ability, typically visual, requiring segregation of a known figure from distracting surrounding material; a conversational dialogue system operates on turn-taking language and offers at most an indirect analogue (picking a relevant cue out of noisy talk) and no support for the core detection task.",medium,,66,275,1503,0
13,30,2,0.0,"Conversational AI operates on language input/output and has no motor actuation, so it does nothing for fast repeated finger, hand, or wrist movements; at most voice input sidesteps typing, which is not support for the ability itself.",high,,72,98,1477,0
13,3,1,0.75,"A deployed conversational system with speech synthesis directly produces spoken responses that convey information intelligibly, covering most core sub-tasks of oral expression, though it lacks embodied presence, audience-specific rapport, and fails on nuanced persuasion or emotionally loaded delivery.",high,,59,162,1503,0
13,42,2,0.0,"Conversational dialogue systems operate on speech and text, providing no visual acuity at distance; seeing details far away is a perceptual capability outside the application's modalities.",high,,47,80,1477,0
13,10,2,0.6,"Conversational systems must sequence discourse coherently and can readily apply explicit rules to sort, list, or step-order symbolic material on request, which covers much of this ability's codifiable core; but the ability also spans non-dialogic arrangement of physical items, records, and images where a dialogue interface only advises rather than executes.",medium,,87,278,1477,0
13,44,0,0.0,"Conversational dialogue systems process language and speech, providing no spatial or stereoscopic depth judgement; distance estimation requires visual/spatial processing entirely outside this application's scope.",high,,63,88,0,1496
13,22,1,0.0,Arm-hand steadiness is a purely physical motor-control ability requiring bodily presence; a dialogue system produces no physical stabilization or manipulation and cannot substitute for or assist steady limb positioning.,high,,77,95,1503,0
13,9,1,0.72,"Conversational systems must synthesize scattered dialogue cues into inferences about intent and state, and LLM-based dialogue can generalize from examples and connect disparate facts in text, though such inference is instrumental to the exchange rather than a rigorous standalone hypothesis-formation capability.",medium,,79,122,0,1503
13,54,2,0.45,"Coordination is largely enacted through dialogue — signaling intent, confirming, negotiating timing and role division — which a conversational system can partly handle (e.g., scheduling agents, dispatch-style exchanges), but the ability also requires reading a shared situation, physical co-presence, and real-time mutual adjustment that a dialogue-only system cannot execute.",medium,,51,307,0,1477
13,25,1,0.0,Control Precision is a continuous psychomotor skill requiring physical manipulation of machine controls; a dialogue system produces speech or text and has no actuation or fine motor loop.,high,,71,83,0,1503
13,45,0,0.0,"Conversational dialogue systems operate on speech and text; color matching requires fine visual perception, which the application does not involve at all.",high,,63,65,0,1496
13,39,2,0.0,"Conversational dialogue systems produce language, not whole-body motor control; nothing in speech or text interaction supports coordinating limbs and torso in motion.",high,,73,77,0,1477
13,34,2,0.0,"Explosive strength is a purely physical, whole-body motor capacity; a dialogue system produces speech and text and has no actuators or physical presence to contribute to jumping, sprinting, or throwing.",high,,79,92,1477,0
13,56,1,0.55,"Negotiation runs almost entirely through dialogue, so a system that tracks positions, infers intent and crafts advancing responses covers much of the interactional core (probing interests, reframing, drafting proposals, mediating language); but real negotiations hinge on stakes, authority to concede, trust built over relationships and unverbalized leverage, which the conversational layer alone cannot supply.",medium,,53,361,1503,0
13,22,0,0.0,Arm-hand steadiness is a purely physical motor ability requiring bodily control; a dialogue system provides no support for holding or moving a limb steadily.,high,,77,76,1496,0
13,7,1,0.5,"A conversational system can elicit and interpret a person's reported symptoms or complaints and flag likely trouble through dialogue-based triage, but detecting that something is wrong often depends on non-verbal cues, sensor data, and situational presence that a dialogue interface does not access.",medium,,78,114,0,1503
13,15,1,0.4,"Conversational systems do rapidly resolve degraded, incomplete or ambiguous input (noisy speech, elliptical utterances, implied intent) into coherent interpretations, which is a functional analogue of closure; but the ability as defined is largely a perceptual pattern-completion capacity over disorganized stimuli, which is not the modality or core task of a dialogue system.",medium,,66,356,1503,0
13,23,1,0.0,"Conversational AI operates purely in the linguistic/auditory domain and has no actuators or physical manipulation capability, so it cannot perform or support grasping and assembling objects.",high,,82,84,1503,0
13,9,2,0.75,"Conversational systems must fuse dispersed cues across a dialogue to infer intent and state of mind, and modern LLM-based dialogue can articulate generalizations and connect disparate facts on demand, though it can fail on novel abstraction and reliable causal inference.",high,,79,113,1477,0
13,12,0,0.4,"A dialogue system can elicit a problem statement and articulate which method or formula applies, so it supports the method-selection sub-task verbally, but the calibration shows this application is credited for general verbal reasoning rather than quantitative work (Number Facility 0.00), and reliable symbolic execution is not core to conversation.",medium,,66,404,1496,0
13,10,0,0.6,"A conversational system must track discourse state and structure multi-step responses, and can readily sort, sequence, or arrange items per stated rules when asked in dialogue; but ordering of non-linguistic objects, pictures, or spatial patterns falls outside the text/speech channel.",medium,,87,217,1496,0
13,58,1,0.6,"Service orientation in most jobs is enacted through dialogue \u2014 eliciting needs, inferring what a person wants, and offering assistance \u2014 which is exactly what a deployed conversational system does, and it can be proactive in suggesting help; but genuine anticipation of unstated needs, empathy grounded in situational context, and following through with non-verbal or physical service fall outside it.",medium,,49,373,1503,0
13,35,0,0.0,Trunk Strength is a purely physical endurance capacity of the core musculature; a dialogue system has no physical actuation and cannot support or substitute for any of its tasks.,high,,76,83,1496,0
13,20,1,0.3,"Sustaining a dialogue does require tracking a thread over time while filtering irrelevant input, so a conversational system substitutes for that focus-maintenance demand within talk-based tasks; but selective attention as an ability spans monitoring, vigilance and distraction resistance across arbitrary non-linguistic tasks, which conversation does not touch.",medium,,59,431,1503,0
13,41,1,0.03,"Conversation is a spoken/written dialogue capability; even in text form it does not perform close-range visual detail perception, which is a sensory ability outside its modality.",high,,56,76,0,1503
13,55,0,0.65,"Persuasion is largely enacted through dialogue — tailoring arguments, inferring the interlocutor's stance and objections, and reframing — all of which a conversational system can execute well and at scale, but it lacks the embodied credibility, relationship history, and stake-bearing trust that drive many real persuasion outcomes.",medium,,51,302,0,1496
13,19,1,0.15,"Visualization is a spatial-imagery ability requiring mental transformation of object configurations, which a text/speech dialogue system neither perceives nor renders; at most it can verbally describe rearrangements or talk a person through them, which is indirect scaffolding rather than execution of the core sub-tasks.",medium,,62,237,0,1503
13,55,2,0.6,"Conversational systems can generate tailored arguments, track objections, and adapt tone in dialogue — empirically effective at shifting stated attitudes — but persuasion in real work settings leans on established trust, credibility, relationship history and embodied social presence that a deployed dialogue system only partly supplies.",medium,,51,296,1477,0
13,19,2,0.1,"Visualization is a spatial-imagery task requiring mental transformation of object configurations; a dialogue system operating on speech and text can at best verbally describe or discuss rearrangements, offering no direct manipulation or rendering of spatial layouts.",medium,,62,171,1477,0
13,5,0,0.75,"Idea enumeration is a textual generation task that conversational systems execute directly and at scale—prompted brainstorming yields large volumes of on-topic ideas, with dialogue turns allowing iterative expansion—though grounding ideas in tacit local context still requires the human.",high,,81,203,0,1496
13,46,1,0.0,Night vision is a low-light visual perception ability requiring optical sensing; a conversational dialogue system operating on speech and text provides no visual sensing or support for seeing in darkness.,high,,50,86,0,1503
13,2,2,0.75,"A deployed conversational system must parse and interpret written user input to track intent and respond coherently, so it directly executes the core sub-tasks of reading and understanding text, though deep comprehension of long or specialized documents lies somewhat outside a dialogue-turn framing.",high,,57,178,0,1477
13,53,1,0.6,"Sustained dialogue systems explicitly model interlocutor intent, sentiment and state of mind from linguistic and prosodic cues, which covers much of reading and responding to others' reactions; however they miss facial expression, gesture, embodied context and long-term relational history that human social perceptiveness leans on, and they fail silently on sarcasm, cultural nuance and unspoken cues.",medium,,61,340,1503,0
